odist			pdist			force			mass			E0          				E0-E(CC)			E0-E(CC)-E(osz)	
0.0			0.0			1.0			1.0			2.4324182258968605	-Inf			-Inf			
0.0			0.005			1.0			1.0			2.4319720572683274	-197.56802794273167	-198.06802794273167	
0.0			0.01			1.0			1.0			2.430694728969066	-97.56930527103093	-98.06930527103093	
0.0			0.015			1.0			1.0			2.428743344114062	-64.2379233225526	-64.7379233225526	
0.0			0.02			1.0			1.0			2.4263147739049824	-47.573685226095016	-48.073685226095016	
0.0			0.025			1.0			1.0			2.4235987204706704	-37.57640127952933	-38.07640127952933	
0.0			0.03			1.0			1.0			2.4207557139575138	-30.91257761937582	-31.41257761937582	
0.0			0.035			1.0			1.0			2.41791397728304	-26.15351459414553	-26.65351459414553	
0.0			0.04			1.0			1.0			2.415174784536049	-22.58482521546395	-23.08482521546395	
0.0			0.045			1.0			1.0			2.4126198171577062	-19.809602405064517	-20.309602405064517	
0.0			0.05			1.0			1.0			2.4103178847307016	-17.589682115269298	-18.089682115269298	
0.0			0.055			1.0			1.0			2.4083303969395127	-15.773487784878672	-16.27348778487867	
0.0			0.06			1.0			1.0			2.4067157355307733	-14.259950931135894	-14.759950931135894	
0.0			0.065			1.0			1.0			2.405532870636717	-12.979082513978666	-13.479082513978666	
0.0			0.07			1.0			1.0			2.40484456434037	-11.880869721373914	-12.380869721373914	
0.0			0.075			1.0			1.0			2.404720455939714	-10.92861287739362	-11.42861287739362	
0.0			0.08			1.0			1.0			2.401791332541103	-10.098208667458897	-10.598208667458897	
0.0			0.085			1.0			1.0			2.39146203007493	-9.37324385227801	-9.87324385227801	
0.0			0.09			1.0			1.0			2.381185315358008	-8.729925795753102	-9.229925795753102	
0.0			0.095			1.0			1.0			2.371044634750879	-8.155271154722806	-8.655271154722806	
0.0			0.1			1.0			1.0			2.3610989360287236	-7.638901063971277	-8.138901063971277	
0.0			0.105			1.0			1.0			2.3513885246082493	-7.172420999201274	-7.672420999201274	
0.0			0.11			1.0			1.0			2.3419401282686927	-6.748968962640399	-7.248968962640399	
0.0			0.115			1.0			1.0			2.3327708978538224	-6.362881276059221	-6.862881276059221	
0.0			0.12			1.0			1.0			2.323891412736335	-6.009441920596998	-6.509441920596998	
0.0			0.125			1.0			1.0			2.3153078753616434	-5.684692124638357	-6.184692124638357	
0.0			0.13			1.0			1.0			2.3070236900441183	-5.385284002263573	-5.885284002263573	
0.0			0.135			1.0			1.0			2.2990405931558224	-5.108366814251584	-5.608366814251584	
0.0			0.14			1.0			1.0			2.291359465361059	-4.851497677496083	-5.351497677496083	
0.0			0.145			1.0			1.0			2.283980923513485	-4.612570800624447	-5.112570800624447	
0.0			0.15			1.0			1.0			2.2769057636201744	-4.389760903046493	-4.889760903046493	
0.0			0.155			1.0			1.0			2.2701353068625143	-4.181477596363292	-4.681477596363292	
0.0			0.16			1.0			1.0			2.2636716869334106	-3.9863283130665894	-4.48632831306659	
0.0			0.165			1.0			1.0			2.257518107632459	-3.8030879529736015	-4.303087952973602	
0.0			0.17			1.0			1.0			2.2516790937367905	-3.6306738474396796	-4.130673847439679	
0.0			0.175			1.0			1.0			2.24616075483312	-3.4681249594525942	-3.9681249594525942	
0.0			0.18			1.0			1.0			2.2409710806093255	-3.31458447494623	-3.81458447494623	
0.0			0.185			1.0			1.0			2.2361202867838568	-3.1692851186215485	-3.6692851186215485	
0.0			0.19			1.0			1.0			2.2316212334249252	-3.0315366613119172	-3.5315366613119172	
0.0			0.195			1.0			1.0			2.227489942078405	-2.900715186126723	-3.400715186126723	
0.0			0.2			1.0			1.0			2.2237462454214754	-2.7762537545785246	-3.2762537545785246	
0.0			0.205			1.0			1.0			2.2204146139301417	-2.657634166557663	-3.157634166557663	
0.0			0.21			1.0			1.0			2.217525219701226	-2.544379542203536	-3.044379542203536	
0.0			0.215			1.0			1.0			2.2151153202099665	-2.436047470487708	-2.936047470487708	
0.0			0.22			1.0			1.0			2.213231077721476	-2.33222346773307	-2.83222346773307	
0.0			0.225			1.0			1.0			2.2119299783375608	-2.232514466106884	-2.732514466106884	
0.0			0.23			1.0			1.0			2.2112840860749987	-2.136542000881523	-2.636542000881523	
0.0			0.235			1.0			1.0			2.2113844740133763	-2.043934674922794	-2.543934674922794	
0.0			0.24			1.0			1.0			2.202577687985705	-1.9640889786809619	-2.464088978680962	
0.0			0.245			1.0			1.0			2.193350445942363	-1.8882822071188614	-2.3882822071188614	
0.0			0.25			1.0			1.0			2.1843665624413204	-1.8156334375586796	-2.3156334375586796	
0.0			0.255			1.0			1.0			2.175621017602344	-1.7459476098486362	-2.245947609848636	
0.0			0.26			1.0			1.0			2.167109713269659	-1.679044132884187	-2.179044132884187	
0.0			0.265			1.0			1.0			2.1588293732970762	-1.6147555323633007	-2.1147555323633007	
0.0			0.27			1.0			1.0			2.1507774662930808	-1.5529262374106225	-2.0529262374106225	
0.0			0.275			1.0			1.0			2.1429521492759593	-1.493411487087677	-1.993411487087677	
0.0			0.28			1.0			1.0			2.1353522306771833	-1.436076340751388	-1.936076340751388	
0.0			0.285			1.0			1.0			2.1279771514120616	-1.3807947784125	-1.8807947784125	
0.0			0.29			1.0			1.0			2.1208269831564923	-1.3274488789124734	-1.8274488789124734	
0.0			0.295			1.0			1.0			2.113902443492344	-1.2759280649822324	-1.7759280649822324	
0.0			0.3			1.0			1.0			2.1072049281760803	-1.2261284051572532	-1.7261284051572532	
0.0			0.305			1.0			1.0			2.100736561459538	-1.1779519631306261	-1.6779519631306261	
