# force constant = 1.0 ; mass = 1.0 ; range separation parameter = 2.0 ; xDist = 41.7193000900063 ; zDist = 41.7193000900063
#x	perturbation potential	total potential
-13.406487338144908	0.013580097569767266	89.88053147148965
-12.823799749487808	0.01370620929138414	82.23862621677317
-12.342964222859672	0.013811618092047683	76.18819452148898
-11.915061943114164	0.013906451089921067	70.99825700521366
-11.52141540078703	0.013994553285272885	66.38550097203155
-11.152404385585125	0.014077895579867236	62.202139685389035
-10.802260753684713	0.014157654627570897	58.35857634992609
-10.467185421342812	0.014234602410462743	54.795219924796214
-10.144509941292846	0.014309279262509963	51.4698502537572
-9.832269807777967	0.014382081715853832	48.351146868186945
-9.528965823390115	0.014453311518149265	45.41504814318657
-9.233420890219161	0.014523204984891297	42.642553872952696
-8.944689217325474	0.014591951569388816	40.018324548838685
-8.661996168134518	0.014659706140966046	37.52974851452951
-8.384696940416266	0.014726597402549706	35.16629798871549
-8.112247311162792	0.014792733839085748	32.91907095257306
-7.84418238446082	0.014858208030728771	30.780456848373444
-7.580100807857489	0.014923099850436704	28.743887228491314
-7.319652822304534	0.01498747888071205	26.80364619841608
-7.062531060248865	0.015051406271432508	24.954723894761415
-6.808463352858795	0.015114936189683037	23.192701549800297
-6.557207031921539	0.01517811696651382	21.513660146707153
-6.308544361112134	0.015240992015033615	19.914106970074887
-6.062278832614302	0.015303600573552137	18.390915922755266
-5.818232135203517	0.015365978313170428	16.941278567870608
-5.576241649329924	0.015428157839140035	15.562663623699994
-5.33615836013836	0.015490169108101946	14.252783191345358
-5.097845105089136	0.01555203977808173	13.009564397518714
-4.8611750917912095	0.01561379550426656	11.831125432029904
-4.6260306357871555	0.01567546019072128	10.715755181811378
-4.392302078682683	0.015737056206040247	9.66189583140615
-4.15988685513103	0.015798604569287077	8.668127928315254
-3.9286886834276706	0.01586012511131067	7.733157510757633
-3.6986168593184914	0.015921636615546	6.855804972633036
-3.469585636418589	0.015983156941642266	6.0349954011627345
-3.241513679631013	0.016044703134657685	5.269750170752153
-3.014323580331155	0.01610629152208174	4.559179614992299
-2.787941423981989	0.01616793780056397	3.9024766295779245
-2.5622964023726076	0.0162296571139219	3.2989110839197258
-2.3373204639068783	0.01629146412375366	2.747824939622686
-2.112947996371188	0.016353373073780753	2.2486279907582896
-1.8891155374270083	0.016415397848883947	1.8007941547229511
-1.6657615087415094	0.016477552029662994	1.4038582540320579
-1.4428259702159327	0.016539848943243316	1.057413239108017
-1.2202503912189528	0.016602301710965228	0.761107810345969
-0.9979774360981053	0.016664923293520626	0.5146444047739945
-0.7759507615401456	0.016727726534045168	0.31777751870141113
-0.5541148235916169	0.01679072419962924	0.1703123430616136
-0.3324146923422318	0.016853929021676435	0.07210369286416675
-0.11079587242243949	0.01691735373551261	0.023055216408437353
0.11079587242243949	0.016981011119631552	0.023118873792556296
0.3324146923422318	0.017044914034953233	0.07229467787744355
0.5541148235916169	0.017109075464468118	0.1706306943264525
0.7759507615401456	0.01717350855364563	0.3182233007210116
0.9979774360981053	0.017238226651996157	0.5152177081324701
1.2202503912189528	0.017303243356195333	0.7618087519911991
1.4428259702159327	0.017368572555206175	1.05824196271998
1.6657615087415094	0.01743422847787068	1.4048149304802655
1.8891155374270083	0.017500225743488168	1.8018789826175554
2.112947996371188	0.017566579415954877	2.2498411971004635
2.3373204639068783	0.01763330506210988	2.7491667805610422
2.5622964023726076	0.017700418815018482	3.300381845620822
2.787941423981989	0.017767937443029208	3.9040766292203894
3.014323580331155	0.01783587842556821	4.560909201895786
3.241513679631013	0.017904260036790017	5.271609727654285
3.469585636418589	0.01797310143839265	6.036985345659485
3.6986168593184914	0.01804242278313605	6.857925758800627
3.9286886834276706	0.018112245330885852	7.735409630977208
4.15988685513103	0.01818259157935301	8.67051191532532
4.392302078682683	0.018253485412130958	9.664412260612242
4.6260306357871555	0.018324952267168272	10.718404673887825
4.8611750917912095	0.018397019329486185	11.833908655855122
5.097845105089136	0.018469715752795844	13.012482073493427
5.33615836013836	0.01854307291574345	14.255836095153
5.576241649329924	0.018617124719883443	15.565852590580736
5.818232135203517	0.018691907938249205	16.944604497495686
6.062278832614302	0.018767462625692448	18.394379784807406
6.308544361112134	0.018843832605186073	19.917709810665038
6.557207031921539	0.01892106604829896	21.51740309578894
6.808463352858795	0.01899921617343942	23.196585829784055
7.062531060248865	0.01907834209278775	24.95875083058277
7.319652822304534	0.01915850984892595	26.80781722938429
7.580100807857489	0.019239793696272618	28.74820392233715
7.84418238446082	0.019322277702458843	30.784920918045174
8.112247311162792	0.019406057773735507	32.92368427650771
8.384696940416266	0.019491244251194667	35.171062635564134
8.661996168134518	0.01957796528892729	37.534666773677465
8.944689217325474	0.019666371324614188	40.02339896859391
9.233420890219161	0.01975664111085693	42.647787309078666
9.528965823390115	0.01984899003422207	45.42044382170264
9.832269807777967	0.01994368188869572	48.35670846835979
10.144509941292846	0.02004104605018337	51.47558202054487
10.467185421342812	0.02014150345321753	54.80112682583897
10.802260753684713	0.020245607652051363	58.364664302950565
11.152404385585125	0.020354113392459464	62.208415903201626
11.52141540078703	0.02046809950284136	66.39197451824911
11.915061943114164	0.020589210940064537	71.0049397650638
12.342964222859672	0.020720203760488665	76.19510310715742
12.823799749487808	0.020866455642519998	82.2457864631243
13.406487338144908	0.021042131553968623	89.88799350547384
