#mass	fConst	rSep	xDist	zDist	nbFcts	nbGHpoints	nbEigval	mxPTord	eigenvalues
1.0	20.0	2.0	0.0	0.0	50	100	3	50	4.077533240048277	8.043808196687962	12.350678235378822
1.0	20.0	2.0	0.0	0.1	50	100	3	50	4.057072079742255	8.03312840120788	12.3416321997749
1.0	20.0	2.0	0.0	0.2	50	100	3	50	3.998286609938884	8.002253113209015	12.315576506920078
1.0	20.0	2.0	0.0	0.3	50	100	3	50	3.908329569283894	7.954412822449635	12.275472971604577
1.0	20.0	2.0	0.0	0.4	50	100	3	50	3.797212002272232	7.8942051731714304	12.225427181348184
1.0	20.0	2.0	0.0	0.5	50	100	3	50	3.6756369792497474	7.826682805467421	12.169792376687916
1.0	20.0	2.0	0.0	0.6	50	100	3	50	3.5530545248442724	7.7565012556004636	12.112412593640968
1.0	20.0	2.0	0.0	0.7	50	100	3	50	3.4364456059347	7.687340652603832	12.05618309637606
1.0	20.0	2.0	0.0	0.8	50	100	3	50	3.3299859948424753	7.621683178517648	12.002947618312477
1.0	20.0	2.0	0.0	0.9	50	100	3	50	3.2354073171537756	7.560894197150624	11.953639161069884
1.0	20.0	2.0	0.0	1.0	50	100	3	50	3.152709287819955	7.505478618830201	11.908533691086292
1.0	20.0	2.0	0.0	1.1	50	100	3	50	3.080901709807859	7.455380902941363	11.86750836364973
1.0	20.0	2.0	0.0	1.2	50	100	3	50	3.0185850812405044	7.410241307275081	11.830243944563973
1.0	20.0	2.0	0.0	1.3	50	100	3	50	2.964315587536964	7.369574536745374	11.796355640685952
1.0	20.0	2.0	0.0	1.4	50	100	3	50	2.9167871218099095	7.332874752676808	11.765463456592196
1.0	20.0	2.0	0.0	1.5	50	100	3	50	2.874893186971249	7.299667218426737	11.737222263852592
1.0	20.0	2.0	0.0	1.6	50	100	3	50	2.8377255539602224	7.269527882890692	11.711329759795328
1.0	20.0	2.0	0.0	1.7	50	100	3	50	2.8045475547904304	7.2420865984276	11.687524528735038
1.0	20.0	2.0	0.0	1.8	50	100	3	50	2.774762104086646	7.217023345192352	11.665580843565346
1.0	20.0	2.0	0.0	1.9	50	100	3	50	2.7478828293522013	7.19406221341586	11.645303152754265
1.0	20.0	2.0	0.0	2.0	50	100	3	50	2.72351060189562	7.172965211855313	11.626521252520236
1.0	20.0	2.0	0.0	2.5	50	100	3	50	2.629408797372656	7.089121555699361	11.55042249974688
1.0	20.0	2.0	0.0	3.0	50	100	3	50	2.5654678838619676	7.030122606168328	11.495483571818681
1.0	20.0	2.0	0.0	3.5	50	100	3	50	2.5192730465493405	6.986577132915691	11.45423011015806
1.0	20.0	2.0	0.0	4.0	50	100	3	50	2.484372422527386	6.953215901984471	11.42224650706934
1.0	20.0	2.0	0.0	4.5	50	100	3	50	2.4570921378632886	6.926887889883738	11.39679082953039
1.0	20.0	2.0	0.0	5.0	50	100	3	50	2.4351907481958066	6.905605787185159	11.376085609765095
1.0	20.0	2.0	0.0	5.5	50	100	3	50	2.417224915298317	6.888059456916658	11.358934936496677
1.0	20.0	2.0	0.0	6.0	50	100	3	50	2.402224032460218	6.873352528843134	11.344507882993033
1.0	20.0	2.0	0.0	6.5	50	100	3	50	2.389511727338776	6.860852165430496	11.332210796120595
1.0	20.0	2.0	0.0	7.0	50	100	3	50	2.378602425001168	6.850099440350778	11.321609123007029
1.0	20.0	2.0	0.0	7.5	50	100	3	50	2.369138612240942	6.84075376029581	11.31237794248926
1.0	20.0	2.0	0.0	8.0	50	100	3	50	2.360851293292105	6.832557216865438	11.304269720491053
1.0	20.0	2.0	0.0	8.5	50	100	3	50	2.353534227637019	6.825311037528258	11.297092730075644
1.0	20.0	2.0	0.0	9.0	50	100	3	50	2.347026659870899	6.818859620086933	11.290696263983252
1.0	20.0	2.0	0.0	9.5	50	100	3	50	2.34120144925028	6.813079456670419	11.284960284795838
1.0	20.0	2.0	0.0	10.0	50	100	3	50	2.3359567286905563	6.807871290636909	11.279788041577953
1.0	20.0	2.0	0.0	11.0	50	100	3	50	2.3268934139174515	6.798862747943062	11.270833447581802
1.0	20.0	2.0	0.0	12.0	50	100	3	50	2.319336833476102	6.791344280131278	11.263352613836751
1.0	20.0	2.0	0.0	13.0	50	100	3	50	2.312940315398626	6.784975092057698	11.257010464871065
1.0	20.0	2.0	0.0	14.0	50	100	3	50	2.307455907976344	6.779510788287843	11.25156608108225
1.0	20.0	2.0	0.0	15.0	50	100	3	50	2.3027015907592796	6.774771585881623	11.246841873672041
1.0	20.0	2.0	0.0	16.0	50	100	3	50	2.2985407350327245	6.770622311614484	11.242704100460344
1.0	20.0	2.0	0.0	17.0	50	100	3	50	2.2948687896406503	6.766959388826469	11.239050144963235
1.0	20.0	2.0	0.0	18.0	50	100	3	50	2.2916043919783378	6.7637021240219655	11.235799974123967
1.0	20.0	2.0	0.0	19.0	50	100	3	50	2.2886832787991236	6.76078672370441	11.232890258781948
1.0	20.0	2.0	0.0	20.0	50	100	3	50	2.2860540195688777	6.758162093700279	11.230270237656939
1.0	20.0	2.0	0.0	21.0	50	100	3	50	2.283674966332857	6.755786831190524	11.227898750793901
1.0	20.0	2.0	0.0	22.0	50	100	3	50	2.281512033879997	6.753627032476456	11.225742074481317
1.0	20.0	2.0	0.0	23.0	50	100	3	50	2.2795370580058316	6.751654669696413	11.223772316161169
1.0	20.0	2.0	0.0	24.0	50	100	3	50	2.2777265635745185	6.749846371473456	11.221966207493317
1.0	20.0	2.0	0.0	25.0	50	100	3	50	2.2760608278223105	6.7481824949527835	11.22030418502063
