# force constant = 3.0 ; mass = 1.0 ; range separation parameter = 2.0 ; xDist = 41.7193000900063 ; zDist = 41.7193000900063
#x	perturbation potential	total potential
-10.18672749875873	0.014299476597589556	155.6684251775485
-9.74398067531079	0.014402764063611892	142.43214186530878
-9.378624683249654	0.014488805703553136	131.95239022959308
-9.053489261127348	0.014565992474815787	122.96306769449714
-8.75438257073383	0.014637514812391414	114.97345880696477
-8.473994832984902	0.014705010116103638	107.72758765429833
-8.207943206363312	0.014769456997951092	101.07026697532643
-7.953341011468369	0.014831498128951822	94.89828136518601
-7.708160666841646	0.014891583721393516	89.13850288248837
-7.470909470904424	0.014950044422276425	83.7366825280964
-7.24044827996622	0.015007132011467571	78.65114407431015
-7.015882693029415	0.015063043786392895	73.8489779873109
-6.796494064386907	0.015117937997773957	69.30361528886746
-6.581693797525959	0.015171944061021644	64.99321181064853
-6.370991948702003	0.015225169560556756	60.89953278519918
-6.163974997852668	0.015277705202062052	57.007159366431246
-5.960289700472931	0.015329628405161895	53.30290959875071
-5.759631094646585	0.015381005968183786	49.775406525597916
-5.56173342096738	0.015431896083168221	46.41474986494145
-5.366363130599866	0.015482349885623527	43.21226222407801
-5.173313419953203	0.015532412664519204	40.16029002426638
-4.982399901059547	0.015582124819798907	37.25204528593707
-4.793457130089126	0.01563152262933114	34.48147840963276
-4.606335793390624	0.01568063887000887	31.843174801077453
-4.420900403732493	0.015729503325804254	29.332270072908987
-4.237027396977569	0.015778143207201025	26.944379887314977
-4.054603546321209	0.015826583500427198	24.675541460261215
-3.8735246307710187	0.015874847260554263	22.522164445045192
-3.693694308943617	0.015922955859322584	20.480989427743022
-3.5150231599886057	0.015970929196164024	18.54905265208059
-3.337427861544772	0.016018785879093198	16.72365588240206
-3.1608304808015335	0.016066543380768166	15.002340535926848
-2.9851578594839165	0.016114218173968443	13.382865387231867
-2.8103410772628057	0.01616182584992111	11.863187281675922
-2.6363149809750355	0.016209381222267227	10.44144439959237
-2.4630177693114477	0.0162568984189576	9.115941696334867
-2.2903906244366867	0.016304390963967783	7.885138209725182
-2.118377383447832	0.01635187185040368	6.747635979905327
-1.9469242437393992	0.01639935360631334	5.70217036989666
-1.7759794972801812	0.016446848354314352	4.747601610493661
-1.6054932895688603	0.01649436786597909	3.8829074221419395
-1.4354173996559276	0.016541923611784522	3.107176590464262
-1.2657050381266362	0.01658952680732284	2.419603392116047
-1.0963106603549475	0.016637188456379102	1.8194827844682306
-0.9271897926784771	0.016684919391409342	1.3062062868621456
-0.7582988694224222	0.016732730311893197	0.8792584933628786
-0.5895950789267319	0.016780631820987872	0.5382141674629167
-0.42103621691344745	0.01682863446087274	0.2827358783900541
-0.2525805456765229	0.016876748747145096	0.11257214682852018
-0.08418665768947069	0.016924985202606192	0.027556075201992363
0.08418665768947069	0.01697335439076234	0.02760444439014851
0.2525805456765229	0.017021866949357686	0.11271726503073277
0.42103621691344745	0.017070533624253106	0.28297777755343445
0.5895950789267319	0.0171193653039695	0.5385529009458984
0.7582988694224222	0.017168373055223406	0.879694136106209
0.9271897926784771	0.017217568159798885	1.306738935630535
1.0963106603549475	0.017266962153122133	1.8201125581649735
1.2657050381266362	0.017316566864935403	2.42033043217366
1.4354173996559276	0.01736639446250487	3.108001061314982
1.6054932895688603	0.017416457496844933	3.883829511772805
1.7759794972801812	0.017466768952500114	4.748621531091848
1.9469242437393992	0.017517342301497648	5.703288358591845
2.118377383447832	0.01756819156217111	6.748852299617095
2.2903906244366867	0.017619331363661724	7.886453150124876
2.4630177693114477	0.017670777017033054	9.117355574932942
2.6363149809750355	0.017722544594091862	10.442957562964194
2.8103410772628057	0.017774651015199715	11.864800106841201
2.9851578594839165	0.017827114147594886	13.384578283205494
3.1608304808015335	0.017879952916032994	15.004153945462113
3.337427861544772	0.017933187427912275	16.725570283950876
3.5150231599886057	0.01798683911549337	18.55106856199992
3.693694308943617	0.018040930898379062	20.48310740278208
3.8735246307710187	0.01809548737011867	22.524385085154755
4.054603546321209	0.01815053501368835	24.677865411774476
4.237027396977569	0.018206102451731515	26.94680784655951
4.420900403732493	0.018262220738903018	29.334802790322087
4.606335793390624	0.018318923705558196	31.845813085913
4.793457130089126	0.018376248364518292	34.48422313536794
4.982399901059547	0.018434235395947112	37.254897396513215
5.173313419953203	0.018492929729804878	40.163250541331664
5.366363130599866	0.018552381251363066	43.21533225544375
5.56173342096738	0.018612645663546173	46.41793061452182
5.759631094646585	0.018673785551433276	49.77869930518117
5.960289700472931	0.018735871710667873	53.306315842056215
6.163974997852668	0.018798984825237546	57.010680646054425
6.370991948702003	0.018863217615018014	60.90317083325364
6.581693797525959	0.0189286776260767	64.99696854421359
6.796494064386907	0.01899549091790227	69.30749284178759
7.015882693029415	0.019063807030512827	73.85297875055502
7.24044827996622	0.019133805825295988	78.65527074812398
7.470909470904424	0.019205707151621752	83.74093819082574
7.708160666841646	0.019279784925979006	89.14289108369296
7.953341011468369	0.019356388392915175	94.90280625544997
8.207943206363312	0.019435975676962588	101.07493349400544
8.473994832984902	0.019519169719709725	107.73240181390194
8.75438257073383	0.01960685835252305	114.9784281505049
9.053489261127348	0.019700391040423357	122.96820209306274
9.378624683249654	0.01980202100457024	131.9577034448941
9.74398067531079	0.019916128155530805	142.4376552294007
10.18672749875873	0.020054199568440356	155.67417990051936
