#mass 1.0, fConst 3.0, rSep 2.0, abstand 50.0, nbFcts 100.0, nbGHpoints 3.0, nbEigval 50.0, 

xDist	zDist	mxPTord	
0.3	0.3	2.142937	
0.6	0.0	2.124129	
0.4	0.4	2.066521	
0.7	0.0	2.060050	
0.5	0.5	1.989288	
0.8	0.0	1.995885	
0.6	0.6	1.913866	
0.9	0.0	1.932813	
0.6	0.6	1.842092	
1.0	0.0	1.871657	
0.7	0.7	1.775108	
1.1	0.0	1.812984	
0.8	0.8	1.713486	
1.2	0.0	1.757165	
0.8	0.8	1.657365	
1.3	0.0	1.704426	
0.9	0.9	1.606579	
1.4	0.0	1.654885	
1.0	1.0	1.560780	
1.5	0.0	1.608576	
1.1	1.1	1.519520	
1.6	0.0	1.565469	
1.1	1.1	1.482326	
1.7	0.0	1.525487	
1.2	1.2	1.448736	
1.8	0.0	1.488515	
1.3	1.3	1.418324	
1.9	0.0	1.454411	
1.3	1.3	1.390707	
2.0	0.0	1.423015	
1.4	1.4	1.365552	
2.5	0.0	1.300469	
1.8	1.8	1.267797	
3.0	0.0	1.219820	
2.1	2.1	1.201235	
3.5	0.0	1.164546	
2.5	2.5	1.153308	
4.0	0.0	1.124551	
2.8	2.8	1.117267	
4.5	0.0	1.094220	
3.2	3.2	1.089220	
5.0	0.0	1.070378	
3.5	3.5	1.066791	
5.5	0.0	1.051117	
3.9	3.9	1.048452	
6.0	0.0	1.035217	
4.2	4.2	1.033182	
6.5	0.0	1.021861	
4.6	4.6	1.020270	
7.0	0.0	1.010478	
5.0	5.0	1.009211	
7.5	0.0	1.000659	
5.3	5.3	0.999632	
8.0	0.0	0.992098	
5.7	5.7	0.991255	
8.5	0.0	0.984569	
6.0	6.0	0.983867	
9.0	0.0	0.977893	
6.4	6.4	0.977302	
9.5	0.0	0.971933	
6.7	6.7	0.971431	
10.0	0.0	0.966578	
7.1	7.1	0.966149	
11.0	0.0	0.957351	
7.8	7.8	0.957029	
12.0	0.0	0.949680	
8.5	8.5	0.949433	
13.0	0.0	0.943202	
9.2	9.2	0.943007	
14.0	0.0	0.937657	
9.9	9.9	0.937501	
15.0	0.0	0.932858	
10.6	10.6	0.932731	
16.0	0.0	0.928662	
11.3	11.3	0.928558	
17.0	0.0	0.924963	
12.0	12.0	0.924876	
18.0	0.0	0.921677	
12.7	12.7	0.921604	
19.0	0.0	0.918739	
13.4	13.4	0.918677	
20.0	0.0	0.916096	
14.1	14.1	0.916042	
21.0	0.0	0.913705	
14.8	14.8	0.913659	
22.0	0.0	0.911533	
15.6	15.6	0.911493	
23.0	0.0	0.909550	
16.3	16.3	0.909515	
24.0	0.0	0.907733	
17.0	17.0	0.907702	
25.0	0.0	0.906062	
17.7	17.7	0.906034	
26.0	0.0	0.904519	
18.4	18.4	0.904495	
27.0	0.0	0.903091	
19.1	19.1	0.903069	
28.0	0.0	0.901766	
19.8	19.8	0.901746	
29.0	0.0	0.900531	
20.5	20.5	0.900514	
30.0	0.0	0.899380	
21.2	21.2	0.899364	
31.0	0.0	0.898303	
21.9	21.9	0.898288	
32.0	0.0	0.897293	
22.6	22.6	0.897280	
33.0	0.0	0.896344	
23.3	23.3	0.896332	
34.0	0.0	0.895452	
24.0	24.0	0.895441	
35.0	0.0	0.894610	
24.8	24.8	0.894600	
36.0	0.0	0.893815	
25.5	25.5	0.893806	
37.0	0.0	0.893064	
26.2	26.2	0.893055	
38.0	0.0	0.892352	
26.9	26.9	0.892344	
39.0	0.0	0.891676	
27.6	27.6	0.891669	
40.0	0.0	0.891034	
28.3	28.3	0.891028	
41.0	0.0	0.890424	
29.0	29.0	0.890418	
42.0	0.0	0.889843	
29.7	29.7	0.889837	
43.0	0.0	0.889288	
30.4	30.4	0.889283	
44.0	0.0	0.888759	
31.1	31.1	0.888754	
45.0	0.0	0.888254	
31.8	31.8	0.888249	
46.0	0.0	0.887770	
32.5	32.5	0.887766	
47.0	0.0	0.887307	
33.2	33.2	0.887303	
48.0	0.0	0.886864	
33.9	33.9	0.886860	
49.0	0.0	0.886438	
34.6	34.6	0.886435	
50.0	0.0	0.886030	
35.4	35.4	0.886027	
51.0	0.0	0.885638	
36.1	36.1	0.885634	
52.0	0.0	0.885260	
36.8	36.8	0.885257	
53.0	0.0	0.884897	
37.5	37.5	0.884894	
54.0	0.0	0.884548	
38.2	38.2	0.884545	
55.0	0.0	0.884211	
38.9	38.9	0.884208	
56.0	0.0	0.883886	
39.6	39.6	0.883883	
57.0	0.0	0.883572	
40.3	40.3	0.883570	
58.0	0.0	0.883270	
41.0	41.0	0.883268	
59.0	0.0	0.882977	
41.7	41.7	0.882975	
