1  0.4581483468923664
2  0.8808814581458705
3  1.312519445946818
4  1.7481227341230337
5  2.1861809951632942
6  2.6258731665027235
7  3.066737933299315
8  3.5084803667342515
9  3.95090364849783
10  4.393869022111132
11  4.837275509195122
12  5.281047282004683
13  5.725126082728757
14  6.169466207907837
15  6.614031191872635
16  7.058791495895647
17  7.5037228813657215
18  7.948805227503249
19  8.394021661207944
20  8.839357902672333
21  9.28480176740073
22  9.730342780911858
23  10.175971878041658
24  10.621681164140591
25  11.067463725946737
26  11.513313476115506
27  11.959225032019852
28  12.405193607091254
29  12.851214937558026
30  13.297285192697155
31  13.743400950365997
32  14.18955908852335
33  14.635756846669825
34  15.08199161346389
35  15.528261205008507
36  15.974563311131933
37  16.420896395740808
38  16.867258095797123
39  17.313647990452562
40  17.760062773789226
41  18.20650484675597
42  18.65296721436711
43  19.099461206277734
44  19.545966522495593
45  19.992527729448828
46  20.439072136770946
47  20.88580014520336
48  21.33238029602756
49  21.780290726947314
50  22.226896661476175
