1  1.065277641744244
2  2.239891254205542
3  3.4896961975105176
4  4.808441625401775
5  6.155598019168656
6  6.422365033309659
7  7.617934522896823
8  8.931723934316688
9  9.258352410623186
10  10.577347437790845
11  11.626181187930717
12  12.220337420229695
13  13.591191346429328
14  14.290540357697118
15  15.295863313745803
16  16.489231911273006
17  17.1178634049587
18  18.388556368440852
19  19.219796110359596
20  20.184864225967917
21  21.338812389474867
22  22.06981832871419
23  23.28461146330044
24  24.122168315556273
25  25.14549947942372
26  26.21457811960931
27  27.042742940592102
28  28.216559372962912
29  29.041178503388032
30  30.13424775429342
31  31.105472361328605
32  32.042050294722365
33  33.14686422966732
34  33.998200908483064
35  35.1236378713491
36  36.018941530300175
37  37.05936653077598
38  38.06669609759467
39  38.998827772853815
40  40.09230822572373
41  40.975639222747894
42  42.076062387024194
43  42.997329188694984
44  44.03331726139531
45  45.04357387443809
46  45.99388138162919
47  47.09289554310802
48  47.987984078331245
49  49.215173584134455
50  50.08982413315371
