0  0.5140660695521466
1  1.5140688533956412
2  2.514071638892607
3  3.514074426044699
4  4.514077214853579
5  5.514080005320913
6  6.514082797448321
7  7.514085591237425
8  8.514088386689915
9  9.514091183807396
10  10.514093982591564
11  11.514096783044092
12  12.514099585166583
13  13.514102388960723
14  14.514105194428167
15  15.514108001570602
16  16.514110810389685
17  17.51411362088704
18  18.514116433064416
19  19.514119246923418
20  20.51412206246577
21  21.514124879693153
22  22.514127698607222
23  23.514130519209658
24  24.514133341502163
25  25.51413616548642
26  26.514138991164128
27  27.514141818536974
28  28.514144647606653
29  29.51414747837485
30  30.514150310843316
31  31.514153145013655
32  32.514155980887686
33  33.514158818467024
34  34.514161657753434
35  35.514164498748606
36  36.514167341454275
37  37.514170185872196
38  38.514173032003946
39  39.51417587985138
40  40.51417872941611
41  41.514181580700026
42  42.51418443370472
43  43.51418728843199
44  44.51419014488358
45  45.5141930030611
46  46.51419586296659
47  47.51419872460889
48  48.51420159037234
49  49.514205463722206
