# force constant = 1.0 ; mass = 1.0 ; range separation parameter = 2.0 ; xDist = 12.727922061357857 ; zDist = 12.727922061357857
#x	perturbation potential	total potential
-13.406487338144908	0.02928409796171275	89.89623547188158
-12.823799749487808	0.029953595532563184	82.25487360301435
-12.342964222859672	0.03052749617106923	76.204910399568
-11.915061943114164	0.031055307097813647	71.01540586122155
-11.52141540078703	0.03155568197581556	66.4030621007221
-11.152404385585125	0.03203813949538889	62.22009992930456
-10.802260753684713	0.03250835353970642	58.37692704883822
-10.467185421342812	0.0329700519131943	54.81395537429895
-10.144509941292846	0.03342585561485579	51.48896683010955
-9.832269807777967	0.033877703034802434	48.3706424895059
-9.528965823390115	0.034327085637304376	45.43492191730572
-9.233420890219161	0.034775188507407157	42.66280585647522
-8.944689217325474	0.03522297890881603	40.03895557617811
-8.661996168134518	0.03567126460115512	37.550760072989696
-8.384696940416266	0.03612073365665335	35.187692124969594
-8.112247311162792	0.03657198247635654	32.940850201210324
-7.84418238446082	0.037025536010066175	30.802624176352783
-7.580100807857489	0.03748186266785246	28.766445991308732
-7.319652822304534	0.03794138552100712	26.82660010505637
-7.062531060248865	0.038404490848496696	24.97807697933848
-6.808463352858795	0.03887153474447532	23.21645814835509
-6.557207031921539	0.03934284828235775	21.537824878023
-6.308544361112134	0.039818741585157226	19.93868471964501
-6.062278832614302	0.0402995070530227	18.415911829234734
-5.818232135203517	0.04078542193063297	16.96669801148807
-5.576241649329924	0.04127675034902598	15.588512216209878
-5.33615836013836	0.04177374494199978	14.279066767179257
-5.097845105089136	0.042276648112145425	13.036289005852776
-4.8611750917912095	0.042785693003030936	11.858297329528668
-4.6260306357871555	0.04330110422013601	10.743380825840793
-4.392302078682683	0.04382309833252844	9.689981873532638
-4.15988685513103	0.044351884179061725	8.696681207925028
-3.9286886834276706	0.044887662996414925	7.7621850486427375
-3.6986168593184914	0.04543062838112936	6.88531396439862
-3.469585636418589	0.04598096609358929	6.0649932103146815
-3.241513679631013	0.04653885370840207	5.300244321325897
-3.014323580331155	0.04710446011267771	4.590177783582895
-2.787941423981989	0.047677944851155236	3.9339866366285157
-2.5622964023726076	0.048259457314875624	3.3309408841206793
-2.3373204639068783	0.048849135768083356	2.7803826112670156
-2.112947996371188	0.04944710620619822	2.281721723890707
-1.8891155374270083	0.050053481035996376	1.8344322379100635
-1.6657615087415094	0.05066835756754924	1.4380490595699442
-1.4428259702159327	0.05129181630597445	1.092165206470748
-1.2202503912189528	0.05192391902965003	0.7964294276646537
-0.9979774360981053	0.05256470664023246	0.5505441881207064
-0.7759507615401456	0.0532141967686155	0.3542639889359815
-0.5541148235916169	0.0538723811198876	0.20739399998187197
-0.3324146923422318	0.05453922253942467	0.10978898638191498
-0.11079587242243949	0.055214651781530524	0.06135251445445527
0.11079587242243949	0.055898563961562515	0.06203642663448726
0.3324146923422318	0.05659081467231904	0.11184057851480936
0.5541148235916169	0.057291215745696615	0.210812834607681
0.7759507615401456	0.05799953064133987	0.3590493228087059
0.9979774360981053	0.05871546944531685	0.5566949509257908
1.2202503912189528	0.05943868346387985	0.8039441920988836
1.4428259702159327	0.06016875940025996	1.1010421495650338
1.6657615087415094	0.06090521310635171	1.4482859151087466
1.8891155374270083	0.061647482906245894	1.846026239780313
2.112947996371188	0.06239492249504927	2.294669540179558
2.3373204639068783	0.06314679342448615	2.7946802689234187
2.5622964023726076	0.0639022571966001	3.346583684002404
2.787941423981989	0.06466036699865131	3.950969058776012
3.014323580331155	0.0654200591261954	4.6084933825964125
3.241513679631013	0.06618014415745124	5.3198856117749465
3.469585636418589	0.06693929796046502	6.085951542181557
3.6986168593184914	0.06769605263520903	6.9075793886526995
3.9286886834276706	0.06844878751542388	7.785746173161746
4.15988685513103	0.06919572037935279	8.72152504412532
4.392302078682683	0.06993489904391312	9.716093674244023
4.6260306357871555	0.07066419354239015	10.770743915163047
4.8611750917912095	0.07138128911013736	11.886892925635774
5.097845105089136	0.07208368022429186	13.066096037964924
5.33615836013836	0.07276866595990206	14.310061688197159
5.576241649329924	0.07343334693323783	15.62066881279409
5.818232135203517	0.07407462409983072	16.999987213657267
6.062278832614302	0.07468919965558482	18.450301521837297
6.308544361112134	0.07527358024880187	19.974139558308654
6.557207031921539	0.07582408264278287	21.57430611238342
6.808463352858795	0.07633684186507052	23.253923455475686
7.062531060248865	0.07680782173087108	25.016480310220853
7.319652822304534	0.0772328274226703	26.865891546958036
7.580100807857489	0.07760751952950323	28.806571648170383
7.84418238446082	0.0779274285752311	30.843526068917946
8.112247311162792	0.07818796856195971	32.982466187295934
8.384696940416266	0.07838444736960916	35.22995583868255
8.661996168134518	0.07851207089859523	37.59360087928714
8.944689217325474	0.07856593647048528	40.08229853373978
9.233420890219161	0.07854100894673581	42.70657167691454
9.528965823390115	0.07843206980215157	45.479026901470576
9.832269807777967	0.07823362407012688	48.41499841054122
10.144509941292846	0.0779397408110196	51.53348071530571
10.467185421342812	0.0775437856490179	54.85852910803477
10.802260753684713	0.07703797022282041	58.42145666552133
11.152404385585125	0.07641257175465152	62.26447436156382
11.52141540078703	0.0756545086767856	66.44716092742307
11.915061943114164	0.0747445172338555	71.05909507135759
12.342964222859672	0.07365079916710109	76.24803370256403
12.823799749487808	0.07231149694174063	82.29723150442352
13.406487338144908	0.07056365994292456	89.9375150338628
