odist	pdist	force	mass	E0			E(osz)			E(CC)			Term 2	
0.0	0.0	1.0	1.0	2.4324182258968605	0.5	Inf	NaN	
0.0	0.1	1.0	1.0	2.3610989360287236	0.5	10.0	3.1622776601683795	
0.0	0.2	1.0	1.0	2.2237462454214754	0.5	5.0	2.23606797749979	
0.0	0.3	1.0	1.0	2.1072049281760803	0.5	3.3333333333333335	1.8257418583505538	
0.0	0.4	1.0	1.0	2.022050160854791	0.5	2.5	1.5811388300841898	
0.0	0.5	1.0	1.0	1.8998110249987121	0.5	2.0	1.4142135623730951	
0.0	0.6	1.0	1.0	1.8096238860706184	0.5	1.6666666666666667	1.2909944487358058	
0.0	0.7	1.0	1.0	1.7325728272048608	0.5	1.4285714285714286	1.1952286093343938	
0.0	0.8	1.0	1.0	1.636669951412573	0.5	1.25	1.118033988749895	
0.0	0.9	1.0	1.0	1.5659006903180508	0.5	1.1111111111111112	1.0540925533894596	
0.0	1.0	1.0	1.0	1.4954863611185834	0.5	1.0	1.0	
0.0	1.1	1.0	1.0	1.4263293683000857	0.5	0.9090909090909091	0.9534625892455922	
0.0	1.2	1.0	1.0	1.3707197820707568	0.5	0.8333333333333334	0.9128709291752769	
0.0	1.3	1.0	1.0	1.3122692361120898	0.5	0.7692307692307692	0.8770580193070292	
0.0	1.4	1.0	1.0	1.2611444464424868	0.5	0.7142857142857143	0.8451542547285166	
0.0	1.5	1.0	1.0	1.217788452799299	0.5	0.6666666666666666	0.816496580927726	
0.0	1.6	1.0	1.0	1.17197331755008	0.5	0.625	0.7905694150420949	
0.0	1.7	1.0	1.0	1.1335636110056395	0.5	0.5882352941176471	0.7669649888473704	
0.0	1.8	1.0	1.0	1.0991029295953325	0.5	0.5555555555555556	0.7453559924999299	
0.0	1.9	1.0	1.0	1.065277641744244	0.5	0.5263157894736842	0.7254762501100117	
0.0	2.0	1.0	1.0	1.0361361061736103	0.5	0.5	0.7071067811865476	
0.0	2.1	1.0	1.0	1.009053744817102	0.5	0.47619047619047616	0.6900655593423541	
0.0	2.2	1.0	1.0	0.9841932710499555	0.5	0.45454545454545453	0.674199862463242	
0.0	2.3	1.0	1.0	0.9618685462915474	0.5	0.4347826086956522	0.6593804733957871	
0.0	2.4	1.0	1.0	0.9410271309642857	0.5	0.4166666666666667	0.6454972243679029	
0.0	2.5	1.0	1.0	0.9220683060567088	0.5	0.4	0.6324555320336759	
0.0	2.6	1.0	1.0	0.9047233174955682	0.5	0.3846153846153846	0.6201736729460422	
0.0	2.7	1.0	1.0	0.8885346759895009	0.5	0.37037037037037035	0.6085806194501845	
0.0	2.8	1.0	1.0	0.8736826877489562	0.5	0.35714285714285715	0.5976143046671969	
0.0	2.9	1.0	1.0	0.8599152485920319	0.5	0.3448275862068966	0.5872202195147035	
0.0	3.0	1.0	1.0	0.8471082040779088	0.5	0.3333333333333333	0.5773502691896257	
0.0	3.1	1.0	1.0	0.8352017117560205	0.5	0.3225806451612903	0.5679618342470648	
0.0	3.2	1.0	1.0	0.8240826904733023	0.5	0.3125	0.5590169943749475	
0.0	3.3	1.0	1.0	0.8136853262696437	0.5	0.30303030303030304	0.5504818825631803	
0.0	3.4	1.0	1.0	0.8039416863051101	0.5	0.29411764705882354	0.5423261445466404	
0.0	3.5	1.0	1.0	0.794788180794983	0.5	0.2857142857142857	0.5345224838248487	
0.0	3.6	1.0	1.0	0.7861763765157569	0.5	0.2777777777777778	0.5270462766947298	
0.0	3.7	1.0	1.0	0.7780583621490912	0.5	0.27027027027027023	0.5198752449100363	
0.0	3.8	1.0	1.0	0.7703925135794032	0.5	0.2631578947368421	0.5129891760425771	
0.0	3.9	1.0	1.0	0.763142418884256	0.5	0.25641025641025644	0.5063696835418333	
0.0	4.0	1.0	1.0	0.7562748331827933	0.5	0.25	0.5	
0.0	4.1	1.0	1.0	0.7497602111168007	0.5	0.24390243902439027	0.49386479832479485	
0.0	4.2	1.0	1.0	0.743571915288814	0.5	0.23809523809523808	0.4879500364742666	
0.0	4.3	1.0	1.0	0.7376859069429367	0.5	0.23255813953488372	0.48224282217041214	
0.0	4.4	1.0	1.0	0.7320804799412715	0.5	0.22727272727272727	0.4767312946227961	
0.0	4.5	1.0	1.0	0.7267359401589778	0.5	0.2222222222222222	0.4714045207910317	
0.0	4.6	1.0	1.0	0.7216343992855299	0.5	0.2173913043478261	0.4662524041201569	
0.0	4.7	1.0	1.0	0.716759570347341	0.5	0.2127659574468085	0.4612656040144426	
0.0	4.8	1.0	1.0	0.712096590488628	0.5	0.20833333333333334	0.45643546458763845	
0.0	4.9	1.0	1.0	0.7076318706583083	0.5	0.2040816326530612	0.45175395145262565	
0.0	5.0	1.0	1.0	0.703352961598767	0.5	0.2	0.447213595499958	
0.0	5.1	1.0	1.0	0.6992484370660538	0.5	0.19607843137254904	0.4428074427700477	
0.0	5.2	1.0	1.0	0.6953077909827954	0.5	0.1923076923076923	0.4385290096535146	
0.0	5.3	1.0	1.0	0.6915213466295527	0.5	0.18867924528301888	0.4343722427630694	
0.0	5.4	1.0	1.0	0.6878801764351827	0.5	0.18518518518518517	0.4303314829119352	
0.0	5.5	1.0	1.0	0.6843760308434648	0.5	0.18181818181818182	0.42640143271122083	
0.0	5.6	1.0	1.0	0.6810012751235335	0.5	0.17857142857142858	0.4225771273642583	
0.0	5.7	1.0	1.0	0.6777488331061186	0.5	0.17543859649122806	0.4188539082916955	
0.0	5.8	1.0	1.0	0.6746121369786477	0.5	0.1724137931034483	0.4152273992686999	
