odist			pdist			force			mass			E0          			E(osz) 			E(CC)  			E(Lad.-Quadr.) 		E(QQ)				E(D)			
0.0			33.7			1.0			1.0			0.5296862830839117	0.5			0.029673590504451036	2.6128248469609696e-5	1.380389814277295e-7	-2.6128248469609696e-5	
0.0			33.8			1.0			1.0			0.5295983801184896	0.5			0.02958579881656805	2.589702637912543e-5	1.3600903178701078e-7	-2.589702637912543e-5	
0.0			33.9			1.0			1.0			0.529510996395377	0.5			0.029498525073746312	2.566852452880354e-5	1.3401479901220946e-7	-2.566852452880354e-5	
0.0			34.0			1.0			1.0			0.5294241273253562	0.5			0.029411764705882353	2.54427030327702e-5	1.3205555207320174e-7	-2.54427030327702e-5	
0.0			34.1			1.0			1.0			0.5293377683736353	0.5			0.029325513196480937	2.5219522704896704e-5	1.3013057698968895e-7	-2.5219522704896704e-5	
0.0			34.2			1.0			1.0			0.5292519150581754	0.5			0.029239766081871343	2.4998945044519112e-5	1.2823917638513957e-7	-2.4998945044519112e-5	
0.0			34.3			1.0			1.0			0.5291665629496185	0.5			0.02915451895043732	2.4780932222490056e-5	1.2638066905365992e-7	-2.4780932222490056e-5	
0.0			34.4			1.0			1.0			0.5290817076699643	0.5			0.029069767441860465	2.4565447067553804e-5	1.2455438953938182e-7	-2.4565447067553804e-5	
0.0			34.5			1.0			1.0			0.5289973448922867	0.5			0.028985507246376812	2.4352453053036598e-5	1.2275968772797278e-7	-2.4352453053036598e-5	
0.0			34.6			1.0			1.0			0.5289134703395109	0.5			0.028901734104046242	2.414191428384363e-5	1.2099592844988285e-7	-2.414191428384363e-5	
0.0			34.7			1.0			1.0			0.5288300797842722	0.5			0.02881844380403458	2.3933795483755015e-5	1.1926249109495973e-7	-2.3933795483755015e-5	
0.0			34.8			1.0			1.0			0.5287471690476551	0.5			0.02873563218390805	2.372806198301299e-5	1.1755876923807469e-7	-2.372806198301299e-5	
0.0			34.9			1.0			1.0			0.5286647339988024	0.5			0.02865329512893983	2.3524679706192752e-5	1.158841702754136e-7	-2.3524679706192752e-5	
0.0			35.0			1.0			1.0			0.5285827705541986	0.5			0.02857142857142857	2.3323615160349855e-5	1.1423811507110132e-7	-2.3323615160349855e-5	
0.0			35.1			1.0			1.0			0.5285012746768823	0.5			0.02849002849002849	2.312483542343689e-5	1.126200376138354e-7	-2.312483542343689e-5	
0.0			35.2			1.0			1.0			0.5284202423759081	0.5			0.028409090909090908	2.2928308132982716e-5	1.1102938468321947e-7	-2.2928308132982716e-5	
0.0			35.3			1.0			1.0			0.5283396697055827	0.5			0.028328611898017	2.2734001475027487e-5	1.0946561552549572e-7	-2.2734001475027487e-5	
0.0			35.4			1.0			1.0			0.5282595527650327	0.5			0.02824858757062147	2.254188417330706e-5	1.0792820153838483e-7	-2.254188417330706e-5	
0.0			35.5			1.0			1.0			0.5281798876971737	0.5			0.028169014084507043	2.2351925478680453e-5	1.0641662596475518e-7	-2.2351925478680453e-5	
0.0			35.6			1.0			1.0			0.5281006706883775	0.5			0.028089887640449437	2.2164095158794215e-5	1.04930383594847e-7	-2.2164095158794215e-5	
0.0			35.7			1.0			1.0			0.528021897968119	0.5			0.028011204481792715	2.197836348797771e-5	1.0346898047679167e-7	-2.197836348797771e-5	
0.0			35.8			1.0			1.0			0.5279435658077594	0.5			0.02793296089385475	2.1794701237363656e-5	1.0203193363517208e-7	-2.1794701237363656e-5	
0.0			35.9			1.0			1.0			0.5278656705203781	0.5			0.02785515320334262	2.1613079665228097e-5	1.0061877079737789e-7	-2.1613079665228097e-5	
0.0			36.0			1.0			1.0			0.5277882084600958	0.5			0.027777777777777776	2.143347050754458e-5	9.92290301275212e-8	-2.143347050754458e-5	
0.0			36.1			1.0			1.0			0.5277111760215478	0.5			0.027700831024930747	2.125584596874697e-5	9.786225996768122e-8	-2.125584596874697e-5	
0.0			36.2			1.0			1.0			0.5276345696392006	0.5			0.027624309392265192	2.1080178712695878e-5	9.651801858625747e-8	-2.1080178712695878e-5	
0.0			36.3			1.0			1.0			0.5275583857869492	0.5			0.027548209366391185	2.0906441853843613e-5	9.519587393321775e-8	-2.0906441853843613e-5	
0.0			36.4			1.0			1.0			0.5274826209774559	0.5			0.027472527472527472	2.073460894859277e-5	9.389540340203222e-8	-2.073460894859277e-5	
0.0			36.5			1.0			1.0			0.527407271761656	0.5			0.0273972602739726	2.0564653986843763e-5	9.261619359809539e-8	-2.0564653986843763e-5	
0.0			36.6			1.0			1.0			0.527332334728287	0.5			0.0273224043715847	2.039655138372652e-5	9.135784011343957e-8	-2.039655138372652e-5	
0.0			36.7			1.0			1.0			0.5272578065033455	0.5			0.02724795640326975	2.023027597151196e-5	9.011994730755427e-8	-2.023027597151196e-5	
0.0			36.8			1.0			1.0			0.5271836837495334	0.5			0.027173913043478264	2.0065802991698862e-5	8.890212809412896e-8	-2.0065802991698862e-5	
0.0			36.9			1.0			1.0			0.5271099631657163	0.5			0.02710027100271003	1.990310808727171e-5	8.770400373354357e-8	-1.990310808727171e-5	
0.0			37.0			1.0			1.0			0.5270366414867187	0.5			0.02702702702702703	1.9742167295125657e-5	8.652520363093787e-8	-1.9742167295125657e-5	
0.0			37.1			1.0			1.0			0.5269637154823537	0.5			0.026954177897574122	1.958295703865427e-5	8.536536513969354e-8	-1.958295703865427e-5	
0.0			37.2			1.0			1.0			0.5268911819574743	0.5			0.026881720430107524	1.9425454120496244e-5	8.422413337017101e-8	-1.9425454120496244e-5	
0.0			37.3			1.0			1.0			0.5268190377510784	0.5			0.02680965147453083	1.926963571543735e-5	8.310116100354645e-8	-1.926963571543735e-5	
0.0			37.4			1.0			1.0			0.5267472797361449	0.5			0.026737967914438502	1.9115479363463717e-5	8.19961081105996e-8	-1.9115479363463717e-5	
0.0			37.5			1.0			1.0			0.5266759048188675	0.5			0.02666666666666667	1.8962962962962963e-5	8.090864197530863e-8	-1.8962962962962963e-5	
0.0			37.6			1.0			1.0			0.5266049099388177	0.5			0.026595744680851064	1.8812064764069618e-5	7.983843692311119e-8	-1.8812064764069618e-5	
0.0			37.7			1.0			1.0			0.5265342920675748	0.5			0.02652519893899204	1.866276336215131e-5	7.878517415369689e-8	-1.866276336215131e-5	
0.0			37.8			1.0			1.0			0.5264640482092654	0.5			0.026455026455026457	1.851503769143253e-5	7.774854157819996e-8	-1.851503769143253e-5	
0.0			37.9			1.0			1.0			0.5263941753992514	0.5			0.026385224274406333	1.836886701875254e-5	7.672823366066461e-8	-1.836886701875254e-5	
0.0			38.0			1.0			1.0			0.5263246707046193	0.5			0.02631578947368421	1.822423093745444e-5	7.572395126366111e-8	-1.822423093745444e-5	
0.0			38.1			1.0			1.0			0.5262555312229547	0.5			0.026246719160104987	1.808110936140216e-5	7.47354014979319e-8	-1.808110936140216e-5	
0.0			38.2			1.0			1.0			0.5261867540824294	0.5			0.026178010471204185	1.7939482519122408e-5	7.376229757595353e-8	-1.7939482519122408e-5	
0.0			38.3			1.0			1.0			0.5261183364411615	0.5			0.026109660574412535	1.779933094806873e-5	7.280435866930198e-8	-1.779933094806873e-5	
0.0			38.4			1.0			1.0			0.5260502754870859	0.5			0.026041666666666668	1.7660635489004634e-5	7.186130976971286e-8	-1.7660635489004634e-5	
0.0			38.5			1.0			1.0			0.52598256843723	0.5			0.025974025974025976	1.752337728050327e-5	7.093288155373225e-8	-1.752337728050327e-5	
0.0			38.6			1.0			1.0			0.5259152125374632	0.5			0.025906735751295335	1.738753775356072e-5	7.001881025085528e-8	-1.738753775356072e-5	
0.0			38.7			1.0			1.0			0.5258482050624749	0.5			0.025839793281653745	1.725309862632036e-5	6.911883751505463e-8	-1.725309862632036e-5	
0.0			38.8			1.0			1.0			0.5257815433148025	0.5			0.025773195876288662	1.7120041898905747e-5	6.823271029960309e-8	-1.7120041898905747e-5	
0.0			38.9			1.0			1.0			0.5257152246248369	0.5			0.02570694087403599	1.698834984835944e-5	6.736018073509735e-8	-1.698834984835944e-5	
0.0			39.0			1.0			1.0			0.5256492463503079	0.5			0.02564102564102564	1.6858005023685498e-5	6.650100601059367e-8	-1.6858005023685498e-5	
0.0			39.1			1.0			1.0			0.5255836058762943	0.5			0.02557544757033248	1.672899024099298e-5	6.565494825776771e-8	-1.672899024099298e-5	
0.0			39.2			1.0			1.0			0.5255183006143178	0.5			0.02551020408163265	1.6601288578738446e-5	6.482177443801455e-8	-1.6601288578738446e-5	
0.0			39.3			1.0			1.0			0.525453328002393	0.5			0.025445292620865142	1.647488337306499e-5	6.400125623240678e-8	-1.647488337306499e-5	
0.0			39.4			1.0			1.0			0.5253886855045403	0.5			0.025380710659898477	1.634975821323564e-5	6.319316993443135e-8	-1.634975821323564e-5	
0.0			39.5			1.0			1.0			0.5253243706105835	0.5			0.02531645569620253	1.622589693715913e-5	6.239729634542847e-8	-1.622589693715913e-5	
0.0			39.6			1.0			1.0			0.5252603808357543	0.5			0.025252525252525252	1.6103283627005696e-5	6.161342067265724e-8	-1.6103283627005696e-5	
0.0			39.7			1.0			1.0			0.5251967137201419	0.5			0.025188916876574305	1.5981902604911075e-5	6.084133242991611e-8	-1.5981902604911075e-5	
0.0			39.8			1.0			1.0			0.5251333668288591	0.5			0.02512562814070352	1.586173842876665e-5	6.00808253406479e-8	-1.586173842876665e-5	
0.0			39.9			1.0			1.0			0.5250703377512094	0.5			0.025062656641604012	1.5742775888093675e-5	5.9331697243460825e-8	-1.5742775888093675e-5	
0.0			40.0			1.0			1.0			0.5250076241010473	0.5			0.025			1.5625e-5		5.859375e-8		-1.5625e-5		
0.0			40.1			1.0			1.0			0.5249452235155678	0.5			0.024937655860349125	1.5508396005217084e-5	5.7866789405104763e-8	-1.5508396005217084e-5	
0.0			40.2			1.0			1.0			0.5248831336558117	0.5			0.02487562189054726	1.5392949364215772e-5	5.7150625099189765e-8	-1.5392949364215772e-5	
0.0			40.3			1.0			1.0			0.5248213522060272	0.5			0.02481389578163772	1.5278645753398964e-5	5.644507048278961e-8	-1.5278645753398964e-5	
0.0			40.4			1.0			1.0			0.5247598768733481	0.5			0.024752475247524754	1.5165471061369446e-5	5.574994263320795e-8	-1.5165471061369446e-5	
0.0			40.5			1.0			1.0			0.5246987053876255	0.5			0.024691358024691357	1.5053411385271366e-5	5.506506222321487e-8	-1.5053411385271366e-5	
0.0			40.6			1.0			1.0			0.5246378355011064	0.5			0.02463054187192118	1.4942453027203513e-5	5.439025344173667e-8	-1.4942453027203513e-5	
0.0			40.7			1.0			1.0			0.5245772649881422	0.5			0.02457002457002457	1.4832582490702971e-5	5.3725343916484745e-8	-1.4832582490702971e-5	
0.0			40.8			1.0			1.0			0.5245169916451141	0.5			0.02450980392156863	1.4723786477297573e-5	5.307016463847166e-8	-1.4723786477297573e-5	
0.0			40.9			1.0			1.0			0.524457013289619	0.5			0.02444987775061125	1.461605188312555e-5	5.242454988836346e-8	-1.461605188312555e-5	
0.0			41.0			1.0			1.0			0.5243973277609666	0.5			0.024390243902439025	1.4509365795621073e-5	5.178833716462013e-8	-1.4509365795621073e-5	
0.0			41.1			1.0			1.0			0.5243379329191835	0.5			0.024330900243309	1.4403715490264088e-5	5.11613671133752e-8	-1.4403715490264088e-5	
0.0			41.2			1.0			1.0			0.5242788266454074	0.5			0.024271844660194174	1.4299088427393117e-5	5.0543483460009594e-8	-1.4299088427393117e-5	
0.0			41.3			1.0			1.0			0.5242200068411094	0.5			0.02421307506053269	1.4195472249079664e-5	4.993453294237405e-8	-1.4195472249079664e-5	
0.0			41.4			1.0			1.0			0.5241614714280862	0.5			0.024154589371980676	1.4092854776062848e-5	4.933436524561663e-8	-1.4092854776062848e-5	
0.0			41.5			1.0			1.0			0.5241032183483032	0.5			0.024096385542168676	1.3991224004743025e-5	4.874283293857346e-8	-1.3991224004743025e-5	
0.0			41.6			1.0			1.0			0.524045245563526	0.5			0.024038461538461536	1.3890568104233045e-5	4.815979141168076e-8	-1.3890568104233045e-5	
0.0			41.7			1.0			1.0			0.5239875510549078	0.5			0.023980815347721823	1.3790875413465957e-5	4.75850988163689e-8	-1.3790875413465957e-5	
0.0			41.8			1.0			1.0			0.5239301328232443	0.5			0.023923444976076555	1.3692134438357958e-5	4.7018616005899454e-8	-1.3692134438357958e-5	
0.0			41.9			1.0			1.0			0.5238729888882194	0.5			0.02386634844868735	1.3594333849025326e-5	4.64602064776072e-8	-1.3594333849025326e-5	
0.0			42.0			1.0			1.0			0.5238161172883699	0.5			0.023809523809523808	1.3497462477054314e-5	4.590973631651127e-8	-1.3497462477054314e-5	
0.0			42.1			1.0			1.0			0.5237595160811638	0.5			0.023752969121140142	1.3401509312822732e-5	4.5367074140258964e-8	-1.3401509312822732e-5	
0.0			42.2			1.0			1.0			0.5237031833423123	0.5			0.023696682464454975	1.3306463502872223e-5	4.4832091045368104e-8	-1.3306463502872223e-5	
0.0			42.3			1.0			1.0			0.5236471171656656	0.5			0.023640661938534282	1.3212314347330104e-5	4.430466055473436e-8	-1.3212314347330104e-5	
0.0			42.4			1.0			1.0			0.5235913156631975	0.5			0.02358490566037736	1.3119051297379719e-5	4.378465856637054e-8	-1.3119051297379719e-5	
0.0			42.5			1.0			1.0			0.5235357769647122	0.5			0.023529411764705882	1.3026663952778343e-5	4.327196330334674e-8	-1.3026663952778343e-5	
0.0			42.6			1.0			1.0			0.5234804992175597	0.5			0.023474178403755867	1.293514205942156e-5	4.276645526489968e-8	-1.293514205942156e-5	
0.0			42.7			1.0			1.0			0.5234254805864573	0.5			0.023419203747072598	1.2844475506953141e-5	4.226801717868186e-8	-1.2844475506953141e-5	
0.0			42.8			1.0			1.0			0.5233707192532654	0.5			0.023364485981308414	1.2754654326419563e-5	4.177653395412121e-8	-1.2754654326419563e-5	
0.0			42.9			1.0			1.0			0.5233162134167866	0.5			0.023310023310023312	1.2665668687968066e-5	4.129189263686266e-8	-1.2665668687968066e-5	
0.0			43.0			1.0			1.0			0.5232619612928003	0.5			0.023255813953488372	1.2577508898587546e-5	4.081398236426462e-8	-1.2577508898587546e-5	
0.0			43.1			1.0			1.0			0.5232079611133706	0.5			0.02320185614849188	1.2490165399891192e-5	4.034269432192287e-8	-1.2490165399891192e-5	
0.0			43.2			1.0			1.0			0.523154211127256	0.5			0.023148148148148147	1.2403628765940148e-5	3.9877921701196465e-8	-1.2403628765940148e-5	
0.0			43.3			1.0			1.0			0.5231007095991576	0.5			0.023094688221709007	1.2317889701107271e-5	3.9419559657709854e-8	-1.2317889701107271e-5	
0.0			43.4			1.0			1.0			0.5230474548098982	0.5			0.02304147465437788	1.2232939037980147e-5	3.896750527080681e-8	-1.2232939037980147e-5	
0.0			43.5			1.0			1.0			0.5229944450561717	0.5			0.022988505747126436	1.2148767735302648e-5	3.85216575039323e-8	-1.2148767735302648e-5	
0.0			43.6			1.0			1.0			0.5229416786502625	0.5			0.02293577981651376	1.2065366875954128e-5	3.808191716591867e-8	-1.2065366875954128e-5	
0.0			43.7			1.0			1.0			0.5228891539199172	0.5			0.02288329519450801	1.1982727664965521e-5	3.7648186873153816e-8	-1.1982727664965521e-5	
0.0			43.8			1.0			1.0			0.5228368692081895	0.5			0.022831050228310504	1.1900841427571625e-5	3.722037101260908e-8	-1.1900841427571625e-5	
0.0			43.9			1.0			1.0			0.5227848228732686	0.5			0.022779043280182234	1.1819699607298756e-5	3.679837570570542e-8	-1.1819699607298756e-5	
0.0			44.0			1.0			1.0			0.5227330132882533	0.5			0.022727272727272728	1.1739293764087153e-5	3.638210877299737e-8	-1.1739293764087153e-5	
0.0			44.1			1.0			1.0			0.5226814388409657	0.5			0.022675736961451247	1.1659615572447307e-5	3.597147969965386e-8	-1.1659615572447307e-5	
0.0			44.2			1.0			1.0			0.5226300979340035	0.5			0.02262443438914027	1.158065681964961e-5	3.556639960171663e-8	-1.158065681964961e-5	
0.0			44.3			1.0			1.0			0.5225789889843587	0.5			0.022573363431151242	1.1502409403946643e-5	3.516678119311684e-8	-1.1502409403946643e-5	
0.0			44.4			1.0			1.0			0.5225281104229937	0.5			0.022522522522522525	1.1424865332827348e-5	3.477253875343119e-8	-1.1424865332827348e-5	
0.0			44.5			1.0			1.0			0.5224774606953813	0.5			0.02247191011235955	1.1348016721302639e-5	3.438358809635947e-8	-1.1348016721302639e-5	
0.0			44.6			1.0			1.0			0.5224270382608913	0.5			0.02242152466367713	1.1271855790221565e-5	3.399984653890556e-8	-1.1271855790221565e-5	
0.0			44.7			1.0			1.0			0.5223768415925267	0.5			0.022371364653243846	1.1196374864617631e-5	3.362123287124493e-8	-1.1196374864617631e-5	
0.0			44.8			1.0			1.0			0.5223268691770588	0.5			0.022321428571428572	1.112156637208455e-5	3.324766732726169e-8	-1.112156637208455e-5	
0.0			44.9			1.0			1.0			0.522277119514654	0.5			0.022271714922048998	1.1047422841180846e-5	3.287907155573886e-8	-1.1047422841180846e-5	
0.0			45.0			1.0			1.0			0.5222275911190191	0.5			0.022222222222222223	1.0973936899862826e-5	3.251536859218615e-8	-1.0973936899862826e-5	
0.0			45.1			1.0			1.0			0.5221782825168999	0.5			0.022172949002217293	1.090110127394521e-5	3.2156482831289545e-8	-1.090110127394521e-5	
0.0			45.2			1.0			1.0			0.5221291922480552	0.5			0.022123893805309734	1.082890878558899e-5	3.180233999996766e-8	-1.082890878558899e-5	
0.0			45.3			1.0			1.0			0.5220803188653278	0.5			0.02207505518763797	1.075735235181594e-5	3.14528671310204e-8	-1.075735235181594e-5	
0.0			45.4			1.0			1.0			0.522031660934185	0.5			0.022026431718061675	1.0686424983049194e-5	3.110799253735526e-8	-1.0686424983049194e-5	
0.0			45.5			1.0			1.0			0.5219832170327889	0.5			0.02197802197802198	1.0616119781679497e-5	3.076764578677791e-8	-1.0616119781679497e-5	
0.0			45.6			1.0			1.0			0.5219349857517079	0.5			0.021929824561403508	1.0546429940656502e-5	3.0431757677332936e-8	-1.0546429940656502e-5	
0.0			45.7			1.0			1.0			0.5218869656939017	0.5			0.02188183807439825	1.04773487421047e-5	3.010026021318186e-8	-1.04773487421047e-5	
0.0			45.8			1.0			1.0			0.52183915547472	0.5			0.02183406113537118	1.0408869555963456e-5	2.9773086581005676e-8	-1.0408869555963456e-5	
0.0			45.9			1.0			1.0			0.5217915537212746	0.5			0.02178649237472767	1.0340985838650696e-5	2.9450171126918977e-8	-1.0340985838650696e-5	
0.0			46.0			1.0			1.0			0.5217441590727674	0.5			0.021739130434782608	1.0273691131749815e-5	2.9131449333884164e-8	-1.0273691131749815e-5	
0.0			46.1			1.0			1.0			0.521696970180383	0.5			0.021691973969631236	1.0206979060719286e-5	2.8816857799613078e-8	-1.0206979060719286e-5	
0.0			46.2			1.0			1.0			0.5216499857066961	0.5			0.021645021645021644	1.0140843333624576e-5	2.8506334214945113e-8	-1.0140843333624576e-5	
0.0			46.3			1.0			1.0			0.5216032043261636	0.5			0.021598272138228944	1.0075277739891936e-5	2.8199817342690233e-8	-1.0075277739891936e-5	
0.0			46.4			1.0			1.0			0.5215566247243109	0.5			0.021551724137931036	1.0010276149083605e-5	2.7897246996925923e-8	-1.0010276149083605e-5	
0.0			46.5			1.0			1.0			0.5215102455984724	0.5			0.021505376344086023	9.945832509694078e-6	2.7598564022737644e-8	-9.945832509694078e-6	
0.0			46.6			1.0			1.0			0.5214640656566366	0.5			0.02145922746781116	9.881940847966971e-6	2.7303710276392007e-8	-9.881940847966971e-6	
0.0			46.7			1.0			1.0			0.5214180836183049	0.5			0.021413276231263382	9.818595266732104e-6	2.7012628605932727e-8	-9.818595266732104e-6	
0.0			46.8			1.0			1.0			0.5213722982136693	0.5			0.021367521367521368	9.755789944262442e-6	2.6725262832189473e-8	-9.755789944262442e-6	
0.0			46.9			1.0			1.0			0.5213267081839019	0.5			0.021321961620469083	9.69351913315046e-6	2.6441557730189792e-8	-9.69351913315046e-6	
0.0			47.0			1.0			1.0			0.5212813122808131	0.5			0.02127659574468085	9.631777159203644e-6	2.6161459010965082e-8	-9.631777159203644e-6	
0.0			47.1			1.0			1.0			0.5212361092668473	0.5			0.021231422505307854	9.57055842035866e-6	2.588491330374094e-8	-9.57055842035866e-6	
0.0			47.2			1.0			1.0			0.5211910979151264	0.5			0.0211864406779661	9.509857385613912e-6	2.5611868138503425e-8	-9.509857385613912e-6	
0.0			47.3			1.0			1.0			0.5211462770087982	0.5			0.021141649048625793	9.449668593980126e-6	2.5342271928932222e-8	-9.449668593980126e-6	
0.0			47.4			1.0			1.0			0.5211016453416182	0.5			0.02109704641350211	9.389986653448571e-6	2.5076073955692384e-8	-9.389986653448571e-6	
0.0			47.5			1.0			1.0			0.5210572017174258	0.5			0.021052631578947368	9.330806239976672e-6	2.481322435007647e-8	-9.330806239976672e-6	
0.0			47.6			1.0			1.0			0.5210129449498684	0.5			0.021008403361344536	9.272122096490597e-6	2.4553674077988654e-8	-9.272122096490597e-6	
0.0			47.7			1.0			1.0			0.5209688738629339	0.5			0.020964360587002094	9.213929031904546e-6	2.42973749242634e-8	-9.213929031904546e-6	
0.0			47.8			1.0			1.0			0.5209249872902996	0.5			0.020920502092050212	9.156221920156429e-6	2.4044279477310702e-8	-9.156221920156429e-6	
0.0			47.9			1.0			1.0			0.520881284075271	0.5			0.020876826722338204	9.098995699259595e-6	2.379434111408056e-8	-9.098995699259595e-6	
0.0			48.0			1.0			1.0			0.5208377630709665	0.5			0.020833333333333332	9.04224537037037e-6	2.3547513985339505e-8	-9.04224537037037e-6	
0.0			48.1			1.0			1.0			0.5207944231400745	0.5			0.020790020790020788	8.985965996871032e-6	2.3303753001251804e-8	-8.985965996871032e-6	
0.0			48.2			1.0			1.0			0.5207512631545814	0.5			0.02074688796680498	8.930152703467991e-6	2.3063013817258624e-8	-8.930152703467991e-6	
0.0			48.3			1.0			1.0			0.5207082819959158	0.5			0.020703933747412008	8.874800675304885e-6	2.2825252820248407e-8	-8.874800675304885e-6	
0.0			48.4			1.0			1.0			0.5206654785547548	0.5			0.02066115702479339	8.819905157090273e-6	2.2590427115011625e-8	-8.819905157090273e-6	
0.0			48.5			1.0			1.0			0.5206228517308784	0.5			0.020618556701030927	8.76546145223974e-6	2.2358494510973935e-8	-8.76546145223974e-6	
0.0			48.6			1.0			1.0			0.5205804004332146	0.5			0.0205761316872428	8.711464922032039e-6	2.2129413509200935e-8	-8.711464922032039e-6	
0.0			48.7			1.0			1.0			0.5205381235796301	0.5			0.02053388090349076	8.657910984779105e-6	2.190314328966881e-8	-8.657910984779105e-6	
0.0			48.8			1.0			1.0			0.5204960200969344	0.5			0.020491803278688527	8.604795115009628e-6	2.1679643698794745e-8	-8.604795115009628e-6	
0.0			48.9			1.0			1.0			0.5204540889205098	0.5			0.02044989775051125	8.55211284266595e-6	2.1458875237221202e-8	-8.55211284266595e-6	
0.0			49.0			1.0			1.0			0.520412328994644	0.5			0.02040816326530612	8.499859752314087e-6	2.1240799047848613e-8	-8.499859752314087e-6	
0.0			49.1			1.0			1.0			0.5203707392721717	0.5			0.020366598778004074	8.448031482366536e-6	2.102537690411074e-8	-8.448031482366536e-6	
0.0			49.2			1.0			1.0			0.5203293187144644	0.5			0.02032520325203252	8.39662372431775e-6	2.081257119848738e-8	-8.39662372431775e-6	
0.0			49.3			1.0			1.0			0.5202880662912974	0.5			0.02028397565922921	8.34563222199195e-6	2.0602344931249134e-8	-8.34563222199195e-6	
0.0			49.4			1.0			1.0			0.5202469809809083	0.5			0.020242914979757085	8.295052770803114e-6	2.039466169942905e-8	-8.295052770803114e-6	
0.0			49.5			1.0			1.0			0.5202060617694446	0.5			0.020202020202020204	8.244881217026917e-6	2.0189485686016324e-8	-8.244881217026917e-6	
0.0			49.6			1.0			1.0			0.5201653076518024	0.5			0.020161290322580645	8.195113457084355e-6	1.9986781649366756e-8	-8.195113457084355e-6	
0.0			49.7			1.0			1.0			0.5201247176304986	0.5			0.02012072434607646	8.145745436836899e-6	1.9786514912825604e-8	-8.145745436836899e-6	
0.0			49.8			1.0			1.0			0.5200842907163199	0.5			0.020080321285140562	8.096773150892956e-6	1.9588651354557882e-8	-8.096773150892956e-6	
0.0			49.9			1.0			1.0			0.5200440259277659	0.5			0.02004008016032064	8.048192641925391e-6	1.939315739758168e-8	-8.048192641925391e-6	
0.0			50.0			1.0			1.0			0.5200039222915558	0.5			0.02			8.0e-6			1.92e-8			-8.0e-6			
0.0			50.1			1.0			1.0			0.5199639788417549	0.5			0.01996007984031936	7.952191361914637e-6	1.9009146645426842e-8	-7.952191361914637e-6	
0.0			50.2			1.0			1.0			0.5199241946204936	0.5			0.0199203187250996	7.904762910548879e-6	1.8820565333603146e-8	-7.904762910548879e-6	
0.0			50.3			1.0			1.0			0.5198845686773357	0.5			0.019880715705765408	7.857710874224004e-6	1.8634224571198665e-8	-7.857710874224004e-6	
0.0			50.4			1.0			1.0			0.5198451000694579	0.5			0.01984126984126984	7.811031526073099e-6	1.845009336279549e-8	-7.811031526073099e-6	
0.0			50.5			1.0			1.0			0.5198057878614613	0.5			0.019801980198019802	7.764721183421156e-6	1.8268141202049575e-8	-7.764721183421156e-6	
0.0			50.6			1.0			1.0			0.5197666311254276	0.5			0.019762845849802372	7.718776207174917e-6	1.80883380630261e-8	-7.718776207174917e-6	
0.0			50.7			1.0			1.0			0.5197276289406814	0.5			0.01972386587771203	7.673193001222345e-6	1.7910654391705112e-8	-7.673193001222345e-6	
0.0			50.8			1.0			1.0			0.5196887803938599	0.5			0.01968503937007874	7.627968011841537e-6	1.773506109765377e-8	-7.627968011841537e-6	
0.0			50.9			1.0			1.0			0.5196500845787857	0.5			0.019646365422396856	7.583097727118877e-6	1.7561529545861437e-8	-7.583097727118877e-6	
0.0			51.0			1.0			1.0			0.5196115405963324	0.5			0.0196078431372549	7.538578676376356e-6	1.7390031548734385e-8	-7.538578676376356e-6	
0.0			51.1			1.0			1.0			0.5195731475544572	0.5			0.019569471624266144	7.494407429607785e-6	1.722053935824645e-8	-7.494407429607785e-6	
0.0			51.2			1.0			1.0			0.5195349045682036	0.5			0.01953125		7.450580596923827e-6	1.7053025658242398e-8	-7.450580596923827e-6	
0.0			51.3			1.0			1.0			0.5194968107592866	0.5			0.019493177387914232	7.407094828005667e-6	1.6887463556890817e-8	-7.407094828005667e-6	
0.0			51.4			1.0			1.0			0.5194588652564809	0.5			0.019455252918287938	7.3639468115671474e-6	1.672382657928314e-8	-7.3639468115671474e-6	
0.0			51.5			1.0			1.0			0.5194210671951629	0.5			0.019417475728155338	7.321133274825276e-6	1.656208866017595e-8	-7.321133274825276e-6	
0.0			51.6			1.0			1.0			0.5193834157175301	0.5			0.01937984496124031	7.278650982978902e-6	1.6402224136873313e-8	-7.278650982978902e-6	
0.0			51.7			1.0			1.0			0.5193459099724784	0.5			0.01934235976789168	7.2364967386954495e-6	1.624420774224629e-8	-7.2364967386954495e-6	
0.0			51.8			1.0			1.0			0.519308549115286	0.5			0.019305019305019305	7.194667381605562e-6	1.6088014597886652e-8	-7.194667381605562e-6	
0.0			51.9			1.0			1.0			0.5192713323079516	0.5			0.01926782273603083	7.153159787805521e-6	1.5933620207391987e-8	-7.153159787805521e-6	
0.0			52.0			1.0			1.0			0.5192342587186269	0.5			0.019230769230769232	7.111970869367319e-6	1.5781000449779555e-8	-7.111970869367319e-6	
0.0			52.1			1.0			1.0			0.5191973275222872	0.5			0.019193857965451054	7.071097573856217e-6	1.5630131573025925e-8	-7.071097573856217e-6	
0.0			52.2			1.0			1.0			0.5191605378998877	0.5			0.019157088122605363	7.030536883855697e-6	1.5480990187729988e-8	-7.030536883855697e-6	
0.0			52.3			1.0			1.0			0.5191238890388928	0.5			0.019120458891013385	6.9902858164996715e-6	1.5333553260896666e-8	-6.9902858164996715e-6	
0.0			52.4			1.0			1.0			0.5190873801327784	0.5			0.019083969465648856	6.950341423011792e-6	1.518779810983871e-8	-6.950341423011792e-6	
