#mass	fConst	rSep	xDist	zDist	nbFcts	nbGHpoints	nbEigval	mxPTord	contributions
1.0	1.0	2.0	0.5	0.5	25	100	3	50	0.5	1.088798780390324	-0.0928406797798586	-0.01869678887775543	-0.0012998358890670553	0.0014466160446641723	0.0008622369013308518	0.00018126992451277963	-6.921583690542702e-5	-7.297507160187314e-5	-2.427846185608449e-5	3.035704916399515e-6	7.246104545128949e-6	3.3100021578707335e-6	1.0801712515334858e-7	-7.520841441474757e-7	-4.544695960021304e-7	-6.951924734037474e-8	7.644645962861154e-8	6.212671654357683e-8	1.6035728408881374e-8	-7.043021234982185e-9	-8.36997873069591e-9	-3.0179200107177923e-9	4.800721907263924e-10	1.099405944021614e-9	5.181979528289298e-10	5.916724900282143e-12	-1.3880280709729143e-10	-8.405147666984266e-11	-1.1572209140826136e-11	1.6457168333067386e-11	1.3046963871023963e-11	3.1950890866272212e-12	-1.747220726418442e-12	-1.9456127580817794e-12	-6.745928571560665e-13	1.4479942246575586e-13	2.782113393936933e-13	1.263460193630695e-13	-3.04207776850262e-15	-3.7859499537547685e-14	-2.1983999914766944e-14	-2.4467982019585004e-15	4.822723333770385e-15	3.620780474430136e-15	8.056064410389086e-16	-5.546528404223463e-16	-5.686879396271496e-16	-1.8487509305399883e-16	5.221283176820326e-17
1.0	1.0	2.0	0.5	0.5	50	100	3	50	0.5	1.088798780390324	-0.09284667055020061	-0.018690865301101874	-0.001301177305045252	0.0014463345240227946	0.0008622092453747725	0.00018129914677575683	-6.919142002072886e-5	-7.29671692543816e-5	-2.427989914990786e-5	3.0327464939869033e-6	7.24470053662661e-6	3.3099629337414043e-6	1.0838311218854208e-7	-7.518510668807404e-7	-4.5443143184017984e-7	-6.956235113433277e-8	7.640928730732034e-8	6.211644709231385e-8	1.6040195814193158e-8	-7.037314162906939e-9	-8.367787427584913e-9	-3.018243498398993e-9	4.79232932976215e-10	1.0989861353665785e-9	5.181869677868368e-10	6.033606648483504e-12	-1.3872773758793956e-10	-8.403985689978602e-11	-1.1587279638911546e-11	1.644444649524292e-11	1.3043601356244285e-11	3.1967977911089105e-12	-1.7451668556845174e-12	-1.94485495223968e-12	-6.74737661368926e-13	1.4448387835018412e-13	2.7805975329333387e-13	1.2634672356638704e-13	-2.996286946314177e-15	-3.783140764850555e-14	-2.198035266448422e-14	-2.452966016297188e-15	4.81781347028622e-15	3.619594134704576e-15	8.063471394014033e-16	-5.538377043983902e-16	-5.684059449319023e-16	-1.849457032188165e-16	5.2084199301637984e-17
1.0	1.0	2.0	0.5	0.5	75	100	3	50	0.5	1.088798780390324	-0.09284671271088919	-0.018690808970491714	-0.0013011994857585311	0.0014463341411284636	0.0008622097342898193	0.00018129958260250796	-6.919124202940907e-5	-7.296716477024368e-5	-2.4279942149140973e-5	3.0327190351568276e-6	7.244695439372939e-6	3.3099673710081726e-6	1.083872256384785e-7	-7.518498097355247e-7	-4.544318296400754e-7	-6.956295127064309e-8	7.64090352016604e-8	6.211646582020571e-8	1.6040280078874282e-8	-7.037268059186686e-9	-8.367783720110148e-9	-3.0182546789509296e-9	4.792249933860482e-10	1.0989845427012212e-9	5.181883233914857e-10	6.034908576349486e-12	-1.3872733713279485e-10	-8.403999532776121e-11	-1.1587483372532723e-11	1.644436206874228e-11	1.3043609813001794e-11	3.1968280944513875e-12	-1.7451506851101679e-12	-1.9448540025413424e-12	-6.747418967095731e-13	1.4448098009406325e-13	2.7805922849492496e-13	1.2634726583138939e-13	-2.9957948004816615e-15	-3.7831265781274204e-14	-2.1980412409353915e-14	-2.4530455104474402e-15	4.817782213076558e-15	3.61959865746533e-15	8.063593289537854e-16	-5.538315165844204e-16	-5.684057786794231e-16	-1.8494746207813643e-16	5.2083059544375066e-17
1.0	1.0	2.0	0.5	0.5	25	200	3	50	0.5	1.0887987803883132	-0.09284067974174931	-0.018696788966434497	-0.0012998358533407156	0.001446616050019455	0.0008622369006262599	0.00018126992339853042	-6.92158374651489e-5	-7.297507169098339e-5	-2.427846176832382e-5	3.0357049946972954e-6	7.2461045696592135e-6	3.3100021513779642e-6	1.0801711433342978e-7	-7.520841489510437e-7	-4.5446959587848924e-7	-6.951924589531228e-8	7.644646047824212e-8	6.212671664808067e-8	1.603572822731471e-8	-7.04302137666247e-9	-8.369978764790948e-9	-3.0179199902941984e-9	4.800722132523878e-10	1.0994059518765984e-9	5.181979510373938e-10	5.916721484056124e-12	-1.388028086717426e-10	-8.405147662977374e-11	-1.1572208650028398e-11	1.6457168623745894e-11	1.3046963904592397e-11	3.1950890209411674e-12	-1.7472207769475668e-12	-1.945612769711757e-12	-6.745928492718506e-13	1.4479943080790425e-13	2.7821134219389e-13	1.263460185999287e-13	-3.04207907828717e-15	-3.785950011916767e-14	-2.1983999882116313e-14	-2.446798007344771e-15	4.822723444438014e-15	3.620780484517174e-15	8.056064140390531e-16	-5.546528601781733e-16	-5.686879437464449e-16	-1.8487508966207265e-16	5.2212835110496785e-17
1.0	1.0	2.0	0.5	0.5	50	200	3	50	0.5	1.0887987803883132	-0.09284667043266032	-0.018690865637370352	-0.0013011771162456047	0.0014463345214396825	0.0008622092390583178	0.00018129914284755868	-6.919142142625789e-5	-7.296716920068316e-5	-2.4279898743132066e-5	3.03274673647284e-6	7.244700576279811e-6	3.309962891001032e-6	1.0838307472424292e-7	-7.518510778653636e-7	-4.5443142794551616e-7	-6.956234560473723e-8	7.640928958352498e-8	6.211644689520803e-8	1.6040195034319673e-8	-7.037314584668031e-9	-8.367787459535583e-9	-3.0182433948284262e-9	4.792330060269642e-10	1.0989861499097376e-9	5.181869552510906e-10	6.033594643143304e-12	-1.3872774128304823e-10	-8.403985562713516e-11	-1.1587277759973408e-11	1.644444727674439e-11	1.3043601280516241e-11	3.1967975120283573e-12	-1.7451670054634815e-12	-1.944854961599508e-12	-6.747376224812696e-13	1.4448390517810266e-13	2.7805975825960424e-13	1.2634671861501932e-13	-2.996291495206015e-15	-3.783140898004244e-14	-2.1980352125209462e-14	-2.4529652831559707e-15	4.817813762373435e-15	3.619594095445187e-15	8.063470273274032e-16	-5.538377620300979e-16	-5.684059469351985e-16	-1.8494568711786406e-16	5.208420988544944e-17
1.0	1.0	2.0	0.5	0.5	75	200	3	50	0.5	1.0887987803883132	-0.09284671248473397	-0.01869080958884019	-0.0013011991099711716	0.0014463341155534534	0.0008622097224408915	0.00018129957638745437	-6.919124395389046e-5	-7.296716447374836e-5	-2.427994143999928e-5	3.0327194060135852e-6	7.24469547667923e-6	3.309967291052865e-6	1.0838716572699827e-7	-7.518498240856153e-7	-4.5443182144013607e-7	-6.956294212676981e-8	7.640903846650502e-8	6.211646518925342e-8	1.604027874591868e-8	-7.037268695264531e-9	-8.36778372284356e-9	-3.0182544947964444e-9	4.79225107498693e-10	1.0989845588852406e-9	5.181882997908067e-10	6.034889267843673e-12	-1.387273420646162e-10	-8.403999265869643e-11	-1.1587480265873627e-11	1.6444363193911862e-11	1.3043609584944536e-11	3.1968276191422515e-12	-1.7451509107779988e-12	-1.944854000337917e-12	-6.747418280443868e-13	1.4448102188130154e-13	2.7805923381671694e-13	1.2634725662717964e-13	-2.9958020871984535e-15	-3.78312675337039e-14	-2.198041131019108e-14	-2.4530443044261137e-15	4.8177826300201565e-15	3.619598553566866e-15	8.063591393234207e-16	-5.53831602846156e-16	-5.684057751027203e-16	-1.8494743390356065e-16	5.208307593405838e-17
1.0	1.0	2.0	0.5	0.5	25	1000	3	50	0.5	1.0887987803883181	-0.0928406797417513	-0.01869678896643578	-0.0012998358533410877	0.0014466160500194844	0.0008622369006263654	0.00018126992339858808	-6.921583746514142e-5	-7.297507169099437e-5	-2.4278461768332553e-5	3.03570499469503e-6	7.246104569660289e-6	3.3100021513792594e-6	1.0801711433391203e-7	-7.520841489511205e-7	-4.544695958786749e-7	-6.951924589540334e-8	7.64464604782403e-8	6.212671664810606e-8	1.603572822733076e-8	-7.0430213766600485e-9	-8.36997876479417e-9	-3.017919990296889e-9	4.800722132516859e-10	1.0994059518769605e-9	5.181979510378242e-10	5.916721484213625e-12	-1.388028086717731e-10	-8.405147662983932e-11	-1.1572208650059722e-11	1.64571686237461e-11	1.304696390460185e-11	3.195089020946939e-12	-1.7472207769468273e-12	-1.945612769713024e-12	-6.745928492728537e-13	1.4479943080766345e-13	2.7821134219404156e-13	1.2634601860009455e-13	-3.0420790782300147e-15	-3.78595001191821e-14	-2.198399988214239e-14	-2.4467980073565723e-15	4.822723444438543e-15	3.6207804845210505e-15	8.0560641404129285e-16	-5.546528601779524e-16	-5.686879437469826e-16	-1.8487508966247236e-16	5.221283511041107e-17
1.0	1.0	2.0	0.5	0.5	50	1000	3	50	0.5	1.0887987803883181	-0.0928466704326623	-0.018690865637371618	-0.0013011771162459809	0.0014463345214397094	0.0008622092390584229	0.00018129914284761658	-6.919142142625007e-5	-7.296716920069402e-5	-2.4279898743140808e-5	3.032746736470547e-6	7.2447005762808675e-6	3.3099628910023258e-6	1.0838307472472855e-7	-7.518510778654375e-7	-4.5443142794570087e-7	-6.956234560482873e-8	7.640928958352269e-8	6.211644689523323e-8	1.6040195034335774e-8	-7.037314584665539e-9	-8.367787459538772e-9	-3.018243394831117e-9	4.792330060262516e-10	1.0989861499100935e-9	5.181869552515199e-10	6.033594643302219e-12	-1.3872774128307765e-10	-8.403985562720045e-11	-1.1587277760004899e-11	1.64444472767444e-11	1.3043601280525637e-11	3.1967975120341475e-12	-1.7451670054627119e-12	-1.944854961600762e-12	-6.747376224822737e-13	1.4448390517785757e-13	2.780597582597534e-13	1.2634671861518494e-13	-2.9962914951482906e-15	-3.783140898005641e-14	-2.198035212523543e-14	-2.452965283167858e-15	4.817813762373885e-15	3.6195940954490395e-15	8.063470273296543e-16	-5.538377620298632e-16	-5.684059469357308e-16	-1.8494568711826453e-16	5.208420988536167e-17
1.0	1.0	2.0	0.5	0.5	75	1000	3	50	0.5	1.0887987803883181	-0.09284671248473597	-0.018690809588841215	-0.0013011991099717037	0.0014463341155534692	0.0008622097224409976	0.00018129957638751763	-6.919124395387935e-5	-7.296716447375862e-5	-2.4279941440008635e-5	3.032719406010768e-6	7.244695476680136e-6	3.309967291054211e-6	1.0838716572755874e-7	-7.518498240856589e-7	-4.544318214403238e-7	-6.956294212687186e-8	7.64090384664971e-8	6.211646518927823e-8	1.6040278745936143e-8	-7.037268695261083e-9	-8.367783722846573e-9	-3.018254494799307e-9	4.792251074978233e-10	1.09898455888555e-9	5.181882997912538e-10	6.034889268027281e-12	-1.3872734206463574e-10	-8.403999265876294e-11	-1.1587480265908796e-11	1.6444363193909962e-11	1.3043609584953832e-11	3.1968276191485563e-12	-1.7451509107768842e-12	-1.944854000339112e-12	-6.747418280454577e-13	1.4448102188099697e-13	2.780592338168495e-13	1.2634725662735288e-13	-2.995802087131113e-15	-3.783126753371421e-14	-2.1980411310217667e-14	-2.4530443044394667e-15	4.817782630019883e-15	3.6195985535707104e-15	8.063591393258842e-16	-5.538316028457878e-16	-5.684057751032337e-16	-1.8494743390398984e-16	5.208307593394707e-17
1.0	1.0	2.0	0.5	0.5	25	2000	3	50	0.5	1.0887987803883215	-0.09284067974175296	-0.018696788966436718	-0.001299835853341365	0.0014466160500194994	0.0008622369006264388	0.00018126992339862955	-6.92158374651352e-5	-7.297507169100174e-5	-2.427846176833875e-5	3.0357049946932987e-6	7.246104569660977e-6	3.3100021513801682e-6	1.080171143342706e-7	-7.520841489511622e-7	-4.544695958788034e-7	-6.951924589546982e-8	7.64464604782369e-8	6.212671664812333e-8	1.6035728227342334e-8	-7.043021376658011e-9	-8.369978764796316e-9	-3.0179199902988045e-9	4.800722132511402e-10	1.0994059518771906e-9	5.181979510381269e-10	5.916721484331901e-12	-1.3880280867179008e-10	-8.405147662988482e-11	-1.1572208650082717e-11	1.6457168623745465e-11	1.3046963904608305e-11	3.1950890209511162e-12	-1.747220776946176e-12	-1.9456127697138714e-12	-6.745928492735711e-13	1.4479943080747337e-13	2.7821134219413895e-13	1.2634601860021166e-13	-3.0420790781868072e-15	-3.7859500119190506e-14	-2.198399988216058e-14	-2.4467980073653014e-15	4.822723444438606e-15	3.620780484523715e-15	8.056064140429262e-16	-5.546528601777435e-16	-5.686879437473448e-16	-1.848750896627598e-16	5.2212835110342175e-17
1.0	1.0	2.0	0.5	0.5	50	2000	3	50	0.5	1.0887987803883215	-0.09284667043266395	-0.018690865637372555	-0.00130117711624626	0.0014463345214397235	0.0008622092390584959	0.00018129914284765807	-6.919142142624376e-5	-7.296716920070132e-5	-2.4279898743147018e-5	3.032746736468799e-6	7.244700576281545e-6	3.3099628910032342e-6	1.0838307472508911e-7	-7.518510778654781e-7	-4.5443142794582946e-7	-6.956234560489544e-8	7.640928958351911e-8	6.211644689525047e-8	1.6040195034347377e-8	-7.037314584663476e-9	-8.36778745954091e-9	-3.0182433948330353e-9	4.792330060257023e-10	1.0989861499103222e-9	5.181869552518229e-10	6.033594643420744e-12	-1.387277412830944e-10	-8.4039855627246e-11	-1.1587277760027952e-11	1.6444447276743732e-11	1.3043601280532087e-11	3.196797512038332e-12	-1.745167005462055e-12	-1.9448549616016057e-12	-6.747376224829912e-13	1.4448390517766652e-13	2.7805975825985016e-13	1.2634671861530205e-13	-2.9962914951048847e-15	-3.783140898006471e-14	-2.1980352125253597e-14	-2.452965283176599e-15	4.817813762373932e-15	3.6195940954516996e-15	8.063470273312875e-16	-5.538377620296519e-16	-5.684059469360918e-16	-1.8494568711855212e-16	5.208420988529229e-17
1.0	1.0	2.0	0.5	0.5	75	2000	3	50	0.5	1.0887987803883215	-0.09284671248473762	-0.018690809588842158	-0.0013011991099719847	0.0014463341155534827	0.000862209722441071	0.00018129957638755943	-6.9191243953873e-5	-7.296716447376598e-5	-2.4279941440014856e-5	3.0327194060090104e-6	7.244695476680816e-6	3.309967291055122e-6	1.0838716572791925e-7	-7.518498240856999e-7	-4.544318214404526e-7	-6.956294212693883e-8	7.640903846649351e-8	6.211646518929552e-8	1.6040278745947793e-8	-7.0372686952590086e-9	-8.367783722848714e-9	-3.0182544948012325e-9	4.792251074972715e-10	1.0989845588857791e-9	5.181882997915577e-10	6.034889268146534e-12	-1.3872734206465246e-10	-8.403999265880867e-11	-1.1587480265932014e-11	1.6444363193909258e-11	1.304360958496031e-11	3.1968276191527637e-12	-1.7451509107762206e-12	-1.944854000339958e-12	-6.747418280461786e-13	1.4448102188080462e-13	2.780592338169466e-13	1.2634725662747047e-13	-2.9958020870875045e-15	-3.783126753372252e-14	-2.1980411310235906e-14	-2.4530443044482507e-15	4.817782630019924e-15	3.619598553573378e-15	8.063591393275259e-16	-5.538316028455742e-16	-5.684057751035958e-16	-1.8494743390427831e-16	5.208307593387739e-17
1.0	1.0	2.0	0.5	0.5	110	7000	3	50	0.5	1.088798780388328	-0.09284671306635074	-0.01869080853697205	-0.0013011997312096855	0.001446334185467109	0.000862209744639195	0.00018129958523938918	-6.919124292004618e-5	-7.296716598882056e-5	-2.4279942644509785e-5	3.032719067113803e-6	7.24469559468425e-6	3.3099674557912324e-6	1.0838723325077525e-7	-7.518498291447644e-7	-4.544318435969425e-7	-6.956295419344474e-8	7.640903744312499e-8	6.211646803338001e-8	1.6040280779739558e-8	-7.0372682754147925e-9	-8.367784057248113e-9	-3.018254822174297e-9	4.79225004545517e-10	1.0989845916905806e-9	5.181883501891157e-10	6.034910578288524e-12	-1.3872734382827709e-10	-8.404000004076121e-11	-1.158748428798665e-11	1.6444362904740858e-11	1.3043610600464552e-11	3.196828331083919e-12	-1.7451507738368923e-12	-1.9448541278873803e-12	-6.747419475947593e-13	1.44480986131206e-13	2.7805924744462664e-13	1.2634727573448363e-13	-2.995794355385248e-15	-3.7831268474691604e-14	-2.1980414208789797e-14	-2.453045815284215e-15	4.817782564863554e-15	3.6195989668248554e-15	8.063594147195412e-16	-5.538315565343357e-16	-5.684058292382583e-16	-1.8494748137197174e-16	5.208306281963303e-17
