#mass	fConst	rSep	xDist	zDist	nbFcts	nbGHpoints	nbEigval	mxPTord	eigenvalues
1.0	1.0	2.0	0.5	0.5	25	100	3	50	1.4782976911755101	2.247231215878461	3.1212708695261018
1.0	1.0	2.0	0.5	0.5	50	100	3	50	1.4782960296493974	2.2472280332617838	3.121264139363784
1.0	1.0	2.0	0.5	0.5	75	100	3	50	1.4782960222961008	2.247228013192357	3.121264093894613
1.0	1.0	2.0	0.5	0.5	25	200	3	50	1.4782976911617118	2.2472312158746437	3.1212708695265805
1.0	1.0	2.0	0.5	0.5	50	200	3	50	1.4782960296039	 	2.2472280332575907	3.121264139341747
1.0	1.0	2.0	0.5	0.5	75	200	3	50	1.4782960222333292	2.247228013174056	3.121264093875692
1.0	1.0	2.0	0.5	0.5	25	1000	3	50	1.4782976911617314	2.2472312158746424	3.1212708695265743
1.0	1.0	2.0	0.5	0.5	50	1000	3	50	1.4782960296038965	2.2472280332576102	3.121264139341738
1.0	1.0	2.0	0.5	0.5	75	1000	3	50	1.4782960222334518	2.2472280131741678	3.1212640938758787
1.0	1.0	2.0	0.5	0.5	25	2000	3	50	1.4782976911617314	2.2472312158746233	3.1212708695265783
1.0	1.0	2.0	0.5	0.5	50	2000	3	50	1.4782960296039491	2.2472280332575925	3.1212641393417444
1.0	1.0	2.0	0.5	0.5	75	2000	3	50	1.4782960222334403	2.247228013174046	3.1212640938757366
1.0	1.0	2.0	0.5	0.5	110	7000	3	50	1.4782960221816772	2.2472280129093747	3.121264093286773
